sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_habitat_abbr	body_habitat_gut_status	body_habitat_simple	body_product	body_site	cause_death	collection_timestamp	common_name_indiv	country	depth	depth_m	description	diet	diet_specific	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	genspecies_abbr	genus	gut_status	host_class	host_common_name	host_common_name_indiv	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	isis_number	latitude	latitude_deg	longitude	longitude_deg	necropsy_number	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	species	sub_family	title	year_of_birth
1453.44568SDZ5.C4.Pnem.stom	20.25	years	0	0.0	SDZ5.C4	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2003-01-27	gut metagenome	GAZ:United States of America	0	0	pylorus?	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1983
1453.44568SDZ5.C5.Pnem.colon	20.25	years	0	0.0	SDZ5.C5	UBERON:colon	colon	colon.healthy	colon	UBERON:mucosa of descending colon	UBERON:mucosa of descending colon	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	colon	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of descending colon	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.C6.Pnem.stom	20.25	years	0	0.0	SDZ5.C6	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pre-saccus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.C7.Pnem.jeju	20.25	years	0	0.0	SDZ5.C7	UBERON:jejunum	jeju	jejunum.healthy	jejunum	UBERON:jejunal mucosa	UBERON:jejunal mucosa	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	jejunum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	jejunal mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.C8.Pnem.stom	20.25	years	0	0.0	SDZ5.C8	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	gastrus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.D1.Pnem.stom	20.25	years	0	0.0	SDZ5.D1	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pyloris 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.D2.Pnem.stom	20.25	years	0	0.0	SDZ5.D2	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	saccus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.D3.Pnem.ileum	20.25	years	0	0.0	SDZ5.D3	UBERON:ileum	ileum	ileum.healthy	ileum	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	ileum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.D4.Pnem.stom	20.25	years	0	0.0	SDZ5.D4	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pre-saccus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.D5.Pnem.stom	20.25	years	0	0.0	SDZ5.D5	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pylorus 4	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.D6.Pnem.duod	20.25	years	0	0.0	SDZ5.D6	UBERON:duodenum	duod	duodenum.healthy	duodenum	UBERON:duodenal mucosa	UBERON:duodenal mucosa	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	duodenum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	duodenal mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.D7.Pnem.stom	20.25	years	0	0.0	SDZ5.D7	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pylorus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.D8.Pnem.stom	20.25	years	0	0.0	SDZ5.D8	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	saccus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.E1.Pnem.cecum	20.25	years	0	0.0	SDZ5.E1	UBERON:cecum	cecum	cecum.healthy	cecum	UBERON:cecum mucosa	UBERON:cecum mucosa	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	cecum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	cecum mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.E2.Pnem.stom	20.25	years	0	0.0	SDZ5.E2	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pylorus 3	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.E3.Pnem.stom	20.25	years	0	0.0	SDZ5.E3	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pylorus 2 distal	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.E4.Pnem.stom	20.25	years	0	0.0	SDZ5.E4	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	real saccus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.E5.Pnem.stom	20.25	years	0	0.0	SDZ5.E5	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pylorus 1 distal	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.E6.Pnem.stom	20.25	years	0	0.0	SDZ5.E6	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pylorus 3 distal	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.E7.Pnem.stom	20.25	years	0	0.0	SDZ5.E7	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	real saccus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.E8.Pnem.stom	20.25	years	0	0.0	SDZ5.E8	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	gastrus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.F1.Pnem.stom	20.25	years	0	0.0	SDZ5.F1	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:gastric juice	UBERON:stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pyloric 1 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.F2.Pnem.stom	20.25	years	0	0.0	SDZ5.F2	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:gastric juice	UBERON:stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	saccus 1 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.F3.Pnem.stom	20.25	years	0	0.0	SDZ5.F3	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:gastric juice	UBERON:stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	pylorus 2 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
1453.44568SDZ5.F4.Pnem.stom	20.25	years	0	0.0	SDZ5.F4	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:gastric juice	UBERON:stomach	euth, heart failure	2002-06-15	gut metagenome	GAZ:United States of America	0	0	real saccus 2 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44568	sk__Eukaryota	54133	282027	32.72	32.72	-117.16	-117.16	44568	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1982
