sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_habitat_abbr	body_habitat_gut_status	body_habitat_simple	body_product	body_site	cause_death	collection_timestamp	common_name_indiv	country	depth	depth_m	description	diet	diet_specific	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	genspecies_abbr	genus	gut_status	host_class	host_common_name	host_common_name_indiv	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	isis_number	latitude	latitude_deg	longitude	longitude_deg	necropsy_number	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	species	sub_family	title	year_of_birth
1453.45560SDZ2.D8.Pnem.stom	6	years	0	0.0	SDZ2.D8	UBERON:stomach	stom	stomach.NA	stomach	UBERON:gastric juice	UBERON:stomach		2003-05-16	gut metagenome	GAZ:United States of America	0	0	pylorus 1 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45560	sk__Eukaryota	54133	597180	32.72	32.72	-117.16	-117.16	45560	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1997
1453.45560SDZ2.E1.Pnem.stom	6	years	0	0.0	SDZ2.E1	UBERON:stomach	stom	stomach.NA	stomach	UBERON:gastric juice	UBERON:stomach		2003-05-16	gut metagenome	GAZ:United States of America	0	0	pylorus 2 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45560	sk__Eukaryota	54133	597180	32.72	32.72	-117.16	-117.16	45560	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1997
1453.45560SDZ2.E4.Pnem.feces	6	years	0	0.0	SDZ2.E4	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces		2003-05-16	gut metagenome	GAZ:United States of America	0	0	ileum contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45560	sk__Eukaryota	54133	597180	32.72	32.72	-117.16	-117.16	45560	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1997
1453.45560SDZ2.E6.Pnem.feces	6	years	0	0.0	SDZ2.E6	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces		2003-05-16	gut metagenome	GAZ:United States of America	0	0	duodenum contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45560	sk__Eukaryota	54133	597180	32.72	32.72	-117.16	-117.16	45560	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1997
1453.45560SDZ2.G4.Pnem.feces	6	years	0	0.0	SDZ2.G4	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces		2003-05-16	gut metagenome	GAZ:United States of America	0	0	colon contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45560	sk__Eukaryota	54133	597180	32.72	32.72	-117.16	-117.16	45560	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1997
1453.45661SDZ2.D2.Pnem.stom	2	years	0	0.0	SDZ2.D2	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	presaccus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.D6.Pnem.ileum	2	years	0	0.0	SDZ2.D6	UBERON:ileum	ileum	ileum.unhealthy	ileum	UBERON:ileal mucosa	UBERON:ileal mucosa	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	ileum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	ileal mucosa	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.D7.Pnem.stom	2	years	0	0.0	SDZ2.D7	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	saccus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.E2.Pnem.stom	2	years	0	0.0	SDZ2.E2	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	tubus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.E3.Pnem.stom	2	years	0	0.0	SDZ2.E3	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	pylorus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.E5.Pnem.stom	2	years	0	0.0	SDZ2.E5	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	tubus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.E7.Pnem.cecum	2	years	0	0.0	SDZ2.E7	UBERON:cecum	cecum	cecum.unhealthy	cecum	UBERON:cecum mucosa	UBERON:cecum mucosa	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	cecum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true				1453	gut metagenome	749906	cecum mucosa	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.E8.Pnem.colon	2	years	0	0.0	SDZ2.E8	UBERON:colon	colon	colon.unhealthy	colon	UBERON:mucosa of descending colon	UBERON:mucosa of descending colon	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	colon	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of descending colon	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.F1.Pnem.stom	2	years	0	0.0	SDZ2.F1	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	saccus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.F2.Pnem.duod	2	years	0	0.0	SDZ2.F2	UBERON:duodenum	duod	duodenum.unhealthy	duodenum	UBERON:duodenal mucosa	UBERON:duodenal mucosa	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	duodenum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	duodenal mucosa	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.F3.Pnem.stom	2	years	0	0.0	SDZ2.F3	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:gastric juice	UBERON:stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	pylorus contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.F4.Pnem.stom	2	years	0	0.0	SDZ2.F4	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	presaccus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.F5.Pnem.stom	2	years	0	0.0	SDZ2.F5	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	pylorus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.F6.Pnem.stom	2	years	0	0.0	SDZ2.F6	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	tubus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.F7.Pnem.jeju	2	years	0	0.0	SDZ2.F7	UBERON:jejunum	jeju	jejunum.unhealthy	jejunum	UBERON:jejunal mucosa	UBERON:jejunal mucosa	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	jejunum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	jejunal mucosa	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.F8.Pnem.stom	2	years	0	0.0	SDZ2.F8	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:gastric juice	UBERON:stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	presaccus 1 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.G1.Pnem.stom	2	years	0	0.0	SDZ2.G1	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:gastric juice	UBERON:stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	presaccus 2 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.G2.Pnem.feces	2	years	0	0.0	SDZ2.G2	UBERON:feces	feces	feces.unhealthy	feces	UBERON:feces	UBERON:feces	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	cecum contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.G3.Pnem.feces	2	years	0	0.0	SDZ2.G3	UBERON:feces	feces	feces.unhealthy	feces	UBERON:feces	UBERON:feces	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	duodenum contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.G5.Pnem.stom	2	years	0	0.0	SDZ2.G5	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:gastric juice	UBERON:stomach	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	pylorus 2 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
1453.45661SDZ2.G6.Pnem.jeju	2	years	0	0.0	SDZ2.G6	UBERON:jejunum	jeju	jejunum.unhealthy	jejunum	UBERON:jejunal mucosa	UBERON:jejunal mucosa	died, GI	2003-06-07	gut metagenome	GAZ:United States of America	0	0	jejunum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45661	sk__Eukaryota	54133	501168	32.72	32.72	-117.16	-117.16	45661	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	jejunal mucosa	gut metagenome	female	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	2001
