sample_name	age	age_month_selective	age_unit	altitude	altitude_m	anonymized_name	basophils	body_condition	collection_date	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	eosinophils	extracted_dna_avail_now	geo_loc_name	haemoglobin	hct	herd_identity_	host_subject_id	host_taxid	ifng_plate	ifng_run_date	ifngpoke_ng_ml	latitude	latitude_deg	longitude	longitude_deg	lymphocytes	milk	monocytes	physical_specimen_location	physical_specimen_remaining	pregnant	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	rbc	sample_scientific_name	sample_taxid	sample_type	scientific_name	segs	strongyle_epg	tb_status2	title	total_horn_width	wbc
1736.O31.1109	46	46	months	0	0.0	O31.1109	0	2.5	2009-11-29 00:00:00	2009-11-29	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O31	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	10	True	South Africa	25	35.6	Other	O31	37445	4	10/23/12	0.218	-23.82	-23.82	31.44	31.44	3	False	68	CCME	True	late	True				1736	9.07	bovine gut metagenome	506599	stool	bovine gut metagenome	19	0	POS	Ezenwa_Cape_Buffalo	62	80
1736.O31.1111	71	71	months	0	0.0	O31.1111	0	3	2011-11-24 00:00:00	2011-11-24	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O31	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	10	True	South Africa	10.5	34.1	Other	O31	37445	22	11/5/12	0.361	-23.82	-23.82	31.44	31.44	17	False	52	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	7.93	bovine gut metagenome	506599	stool	bovine gut metagenome	21	0	POS	Ezenwa_Cape_Buffalo	74	6.5
1736.O32c.0211	90	90	months	0	0.0	O32c.0211	0	2.75	2011-02-07 00:00:00	2011-02-07	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O32c	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	4	True	South Africa	10.1	35.6	Lower_Sabie	O32c	37445	14	10/27/12	1.144	-23.82	-23.82	31.44	31.44	38	False	31	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	9.66	bovine gut metagenome	506599	stool	bovine gut metagenome	27	350	NEG	Ezenwa_Cape_Buffalo	69	9.2
1736.O32c.0611	94	94	months	0	0.0	O32c.0611	0	3	2011-06-06 00:00:00	2011-06-06	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O32c	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	8	True	South Africa	11.8	35.9	Lower_Sabie	O32c	37445	21	11/5/12	1.079	-23.82	-23.82	31.44	31.44	45	False	26	CCME	True	early	True				1736	9.74	bovine gut metagenome	506599	stool	bovine gut metagenome	21	0	NEG	Ezenwa_Cape_Buffalo	70	6.7
1736.O32c.0810	84	84	months	0	0.0	O32c.0810	0	3.25	2010-08-10 00:00:00	2010-08-10	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O32c	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	3	True	South Africa	Missing: Not provided	Missing: Not provided	Lower_Sabie	O32c	37445	43	12/7/12	0.495	-23.82	-23.82	31.44	31.44	49	True	15	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	Missing: Not provided	bovine gut metagenome	506599	stool	bovine gut metagenome	33	700	NEG	Ezenwa_Cape_Buffalo	66.5	Missing: Not provided
1736.O32c.1111	100	100	months	0	0.0	O32c.1111	0	2.5	2011-11-21 00:00:00	2011-11-21	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O32c	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	7	True	South Africa	12.5	41	Lower_Sabie	O32c	37445	22	11/5/12	0.397	-23.82	-23.82	31.44	31.44	0	False	70	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	10.52	bovine gut metagenome	506599	stool	bovine gut metagenome	23	0	NEG	Ezenwa_Cape_Buffalo	70.5	7.9
1736.O33.0611	79	79	months	0	0.0	O33.0611	0	3.75	2011-06-28 00:00:00	2011-06-28	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O33	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	8	True	South Africa	21.2	52.5	Lower_Sabie	O33	37445	21	11/5/12	1.139	-23.82	-23.82	31.44	31.44	44	False	27	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	12.46	bovine gut metagenome	506599	stool	bovine gut metagenome	21	0	POS	Ezenwa_Cape_Buffalo	70	8.9
1736.O33.0709	55	55	months	0	0.0	O33.0709	0	3.75	2009-07-24 00:00:00	2009-07-24	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O33	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	5	True	South Africa	14.4	44.2	Lower_Sabie	O33	37445	35	11/13/12	0.366	-23.82	-23.82	31.44	31.44	67	False	11	CCME	True	no	True				1736	11.52	bovine gut metagenome	506599	stool	bovine gut metagenome	17	0	NEG	Ezenwa_Cape_Buffalo	66	7.8
1736.O33.0810	68	68	months	0	0.0	O33.0810	0	3	2010-08-06 00:00:00	2010-08-06	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O33	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	4	True	South Africa	Missing: Not provided	Missing: Not provided	Lower_Sabie	O33	37445	2	10/23/12	0.669	-23.82	-23.82	31.44	31.44	12	True	64	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	Missing: Not provided	bovine gut metagenome	506599	stool	bovine gut metagenome	20	0	NEG	Ezenwa_Cape_Buffalo	65.5	Missing: Not provided
1736.O33.1109	59	59	months	0	0.0	O33.1109	0	2	2009-11-10 00:00:00	2009-11-10	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O33	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	3	True	South Africa	13.4	48.2	Lower_Sabie	O33	37445	4	10/23/12	0.86	-23.82	-23.82	31.44	31.44	14	False	55	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	11.29	bovine gut metagenome	506599	stool	bovine gut metagenome	28	0	NEG	Ezenwa_Cape_Buffalo	68.5	5.4
1736.O34.0211	104	104	months	0	0.0	O34.0211	0	2.75	2011-02-09 00:00:00	2011-02-09	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O34	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	13	True	South Africa	10.3	37	Lower_Sabie	O34	37445	14	10/27/12	1.445	-23.82	-23.82	31.44	31.44	37	True	22	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	8.18	bovine gut metagenome	506599	stool	bovine gut metagenome	28	0	POS	Ezenwa_Cape_Buffalo	72.5	6.6
1736.O34.1109	89	89	months	0	0.0	O34.1109	0	2.5	2009-11-18 00:00:00	2009-11-18	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O34	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	25	True	South Africa	25	44.6	Lower_Sabie	O34	37445	4	10/23/12	0.49	-23.82	-23.82	31.44	31.44	3	False	59	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	9.74	bovine gut metagenome	506599	stool	bovine gut metagenome	13	0	NEG	Ezenwa_Cape_Buffalo	72	80
1736.O35.0110	37	37	months	0	0.0	O35.0110	0	3.75	2010-01-13 00:00:00	2010-01-13	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O35	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	22	True	South Africa	10.8	35.4	Lower_Sabie	O35	37445	4	10/23/12	0.218	-23.82	-23.82	31.44	31.44	11	False	50	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	10.29	bovine gut metagenome	506599	stool	bovine gut metagenome	17	200	NEG	Ezenwa_Cape_Buffalo	56	18.9
1736.O35.0211	50	50	months	0	0.0	O35.0211	0	3.25	2011-02-03 00:00:00	2011-02-03	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O35	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	21	True	South Africa	10.3	34.2	Lower_Sabie	O35	37445	14	10/27/12	0.592	-23.82	-23.82	31.44	31.44	9	False	52	CCME	True	no	True				1736	9.3	bovine gut metagenome	506599	stool	bovine gut metagenome	18	0	POS	Ezenwa_Cape_Buffalo	63.5	12.7
1736.O35.0709	31	31	months	0	0.0	O35.0709	0	4.25	2009-07-17 00:00:00	2009-07-17	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O35	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	7	True	South Africa	12.7	37.4	Lower_Sabie	O35	37445	35	11/13/12	0.208	-23.82	-23.82	31.44	31.44	70	False	7	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	10.63	bovine gut metagenome	506599	stool	bovine gut metagenome	16	0	NEG	Ezenwa_Cape_Buffalo	51.5	7.5
1736.O35.0710	43	43	months	0	0.0	O35.0710	0	3.5	2010-07-15 00:00:00	2010-07-15	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O35	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	Missing: Not provided	Missing: Not provided	Lower_Sabie	O35	37445	2	10/23/12	0.788	-23.82	-23.82	31.44	31.44	27	False	40	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	Missing: Not provided	bovine gut metagenome	506599	stool	bovine gut metagenome	27	300	POS	Ezenwa_Cape_Buffalo	60	Missing: Not provided
1736.O36.0211	116	116	months	0	0.0	O36.0211	1	3.75	2011-02-13 00:00:00	2011-02-13	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O36	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	29	True	South Africa	10.1	36.6	Lower_Sabie	O36	37445	14	10/27/12	0.389	-23.82	-23.82	31.44	31.44	33	False	16	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	8.56	bovine gut metagenome	506599	stool	bovine gut metagenome	21	0	NEG	Ezenwa_Cape_Buffalo	71	12.4
1736.O36.0610	108	108	months	0	0.0	O36.0610	0	2.5	2010-06-16 00:00:00	2010-06-16	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O36	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	19	True	South Africa	12.3	44.7	Lower_Sabie	O36	37445	2	10/23/12	1.012	-23.82	-23.82	31.44	31.44	16	True	40	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	11.05	bovine gut metagenome	506599	stool	bovine gut metagenome	25	0	NEG	Ezenwa_Cape_Buffalo	70.5	12.9
1736.O36.0611	120	120	months	0	0.0	O36.0611	0	2.5	2011-06-17 00:00:00	2011-06-17	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O36	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	13	True	South Africa	16	37.6	Lower_Sabie	O36	37445	21	11/5/12	0.323	-23.82	-23.82	31.44	31.44	15	True	35	CCME	True	no	True				1736	8.31	bovine gut metagenome	506599	stool	bovine gut metagenome	37	0	NEG	Ezenwa_Cape_Buffalo	72	8.7
1736.O36.0809	98	98	months	0	0.0	O36.0809	0	4.25	2009-08-04 00:00:00	2009-08-04	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O36	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	5	True	South Africa	13.1	40.4	Lower_Sabie	O36	37445	35	11/13/12	0.155	-23.82	-23.82	31.44	31.44	67	False	7	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	9.75	bovine gut metagenome	506599	stool	bovine gut metagenome	21	0	NEG	Ezenwa_Cape_Buffalo	69	10.1
1736.O36.1109	101	101	months	0	0.0	O36.1109	0	3.5	2009-11-16 00:00:00	2009-11-16	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O36	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	5	True	South Africa	25	42	Lower_Sabie	O36	37445	4	10/23/12	0.493	-23.82	-23.82	31.44	31.44	50	False	22	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	9.11	bovine gut metagenome	506599	stool	bovine gut metagenome	23	0	NEG	Ezenwa_Cape_Buffalo	68.5	80
1736.O37.0111	61	61	months	0	0.0	O37.0111	0	2.5	2011-01-30 00:00:00	2011-01-30	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O37	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	10.4	36.2	Lower_Sabie	O37	37445	14	10/27/12	1.146	-23.82	-23.82	31.44	31.44	6	False	53	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	9.36	bovine gut metagenome	506599	stool	bovine gut metagenome	35	150	POS	Ezenwa_Cape_Buffalo	70	7.7
1736.O37.0611	65	65	months	0	0.0	O37.0611	2	2.5	2011-06-09 00:00:00	2011-06-09	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O37	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	5	True	South Africa	9.5	28.9	Lower_Sabie	O37	37445	21	11/5/12	0.575	-23.82	-23.82	31.44	31.44	22	False	41	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	7.88	bovine gut metagenome	506599	stool	bovine gut metagenome	30	0	POS	Ezenwa_Cape_Buffalo	70.5	5
1736.O37.0709	42	42	months	0	0.0	O37.0709	0	3.25	2009-07-17 00:00:00	2009-07-17	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O37	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	9	True	South Africa	11.2	32.7	Lower_Sabie	O37	37445	35	11/13/12	0.846	-23.82	-23.82	31.44	31.44	61	False	8	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	9.37	bovine gut metagenome	506599	stool	bovine gut metagenome	22	0	POS	Ezenwa_Cape_Buffalo	65	5.5
1736.O37.1109	46	46	months	0	0.0	O37.1109	0	2.25	2009-11-16 00:00:00	2009-11-16	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O37	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	7	True	South Africa	25	31.8	Lower_Sabie	O37	37445	4	10/23/12	0.79	-23.82	-23.82	31.44	31.44	43	False	12	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	8.37	bovine gut metagenome	506599	stool	bovine gut metagenome	38	0	POS	Ezenwa_Cape_Buffalo	64	80
1736.O38.0111	59	59	months	0	0.0	O38.0111	0	3.5	2011-01-20 00:00:00	2011-01-20	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	2	True	South Africa	13	46.5	Other	O38	37445	14	10/27/12	0.25	-23.82	-23.82	31.44	31.44	72	False	13	CCME	True	late	True				1736	11.57	bovine gut metagenome	506599	stool	bovine gut metagenome	13	50	NEG	Ezenwa_Cape_Buffalo	67.5	11.8
1736.O38.0610	52	52	months	0	0.0	O38.0610	0	3.5	2010-06-04 00:00:00	2010-06-04	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	12.2	42	Other	O38	37445	2	10/23/12	2.201	-23.82	-23.82	31.44	31.44	21	False	55	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	12.24	bovine gut metagenome	506599	stool	bovine gut metagenome	18	50	NEG	Ezenwa_Cape_Buffalo	65.5	9.7
1736.O38.0711	66	66	months	0	0.0	O38.0711	0	2.5	2011-07-29 00:00:00	2011-07-29	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	3	True	South Africa	11	35.5	Other	O38	37445	21	11/5/12	0.359	-23.82	-23.82	31.44	31.44	43	True	31	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	8.76	bovine gut metagenome	506599	stool	bovine gut metagenome	23	50	NEG	Ezenwa_Cape_Buffalo	68.5	9.3
1736.O38.1109	45	45	months	0	0.0	O38.1109	0	2.5	2009-11-27 00:00:00	2009-11-27	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	7	True	South Africa	25	29.8	Lower_Sabie	O38	37445	4	10/23/12	0.597	-23.82	-23.82	31.44	31.44	0	False	69	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	7.65	bovine gut metagenome	506599	stool	bovine gut metagenome	24	0	NEG	Ezenwa_Cape_Buffalo	60	80
1736.O4.0211	56	56	months	0	0.0	O4.0211	0	3.5	2011-02-09 00:00:00	2011-02-09	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	5	True	South Africa	8.6	28.5	Lower_Sabie	O4	37445	14	10/27/12	0.9	-23.82	-23.82	31.44	31.44	18	False	39	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	8.24	bovine gut metagenome	506599	stool	bovine gut metagenome	38	250	POS	Ezenwa_Cape_Buffalo	66.5	7.9
1736.O4.0610	48	48	months	0	0.0	O4.0610	0	3	2010-06-27 00:00:00	2010-06-27	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	8	True	South Africa	12.9	42.6	Lower_Sabie	O4	37445	2	10/23/12	0.345	-23.82	-23.82	31.44	31.44	48	False	33	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	12.09	bovine gut metagenome	506599	stool	bovine gut metagenome	11	800	POS	Ezenwa_Cape_Buffalo	64.5	5.7
1736.O4.0611	60	60	months	0	0.0	O4.0611	0	3.5	2011-06-07 00:00:00	2011-06-07	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	11	True	South Africa	9.4	28.4	Lower_Sabie	O4	37445	19	10/31/12	1.883	-23.82	-23.82	31.44	31.44	29	False	34	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	7.46	bovine gut metagenome	506599	stool	bovine gut metagenome	26	550	POS	Ezenwa_Cape_Buffalo	67	4.5
1736.O4.0709	37	37	months	0	0.0	O4.0709	0	4.5	2009-07-17 00:00:00	2009-07-17	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	12.5	37.4	Lower_Sabie	O4	37445	35	11/13/12	0.946	-23.82	-23.82	31.44	31.44	78	False	10	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	10.71	bovine gut metagenome	506599	stool	bovine gut metagenome	6	450	POS	Ezenwa_Cape_Buffalo	60	6.7
1736.O4.1109	41	41	months	0	0.0	O4.1109	0	2.75	2009-11-10 00:00:00	2009-11-10	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	2	True	South Africa	10.2	35.2	Lower_Sabie	O4	37445	3	10/23/12	0.398	-23.82	-23.82	31.44	31.44	34	False	39	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	9.35	bovine gut metagenome	506599	stool	bovine gut metagenome	25	350	POS	Ezenwa_Cape_Buffalo	60	4.7
1736.O4.1211	66	66	months	0	0.0	O4.1211	0	3	2011-12-01 00:00:00	2011-12-01	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	12	True	South Africa	10.6	34.2	Lower_Sabie	O4	37445	21	11/5/12	0.494	-23.82	-23.82	31.44	31.44	10	False	50	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	7.83	bovine gut metagenome	506599	stool	bovine gut metagenome	28	1000		Ezenwa_Cape_Buffalo	67.5	8
1736.O40.0111	92	92	months	0	0.0	O40.0111	0	2.5	2011-01-30 00:00:00	2011-01-30	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O40	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	15	True	South Africa	10.3	35	Lower_Sabie	O40	37445	14	10/27/12	0.529	-23.82	-23.82	31.44	31.44	14	True	52	CCME	True	no	True				1736	8.7	bovine gut metagenome	506599	stool	bovine gut metagenome	19	0	NEG	Ezenwa_Cape_Buffalo	66	11.2
1736.O40.0609	72	72	months	0	0.0	O40.0609	0	3.5	2009-06-19 00:00:00	2009-06-19	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O40	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	7	True	South Africa	10.1	33.5	Lower_Sabie	O40	37445	33	11/13/12	0.705	-23.82	-23.82	31.44	31.44	47	True	32	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	8.83	bovine gut metagenome	506599	stool	bovine gut metagenome	14	0	NEG	Ezenwa_Cape_Buffalo	46	3.5
1736.O40.0610	84	84	months	0	0.0	O40.0610	0	3.75	2010-06-27 00:00:00	2010-06-27	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O40	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	14	True	South Africa	13.3	48.6	Lower_Sabie	O40	37445	3	10/23/12	1.604	-23.82	-23.82	31.44	31.44	40	True	26	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	11.93	bovine gut metagenome	506599	stool	bovine gut metagenome	20	150	NEG	Ezenwa_Cape_Buffalo	64.5	8
1736.O40.0611	96	96	months	0	0.0	O40.0611	0	3	2011-06-22 00:00:00	2011-06-22	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo O40	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	4	True	South Africa	11.1	26.3	Lower_Sabie	O40	37445	21	11/5/12	0.714	-23.82	-23.82	31.44	31.44	43	True	22	CCME	True	early	True				1736	6.09	bovine gut metagenome	506599	stool	bovine gut metagenome	31	50	NEG	Ezenwa_Cape_Buffalo	66	4.3
