sample_name	age	age_month_selective	age_unit	altitude	altitude_m	anonymized_name	basophils	body_condition	collection_date	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	eosinophils	extracted_dna_avail_now	geo_loc_name	haemoglobin	hct	herd_identity_	host_subject_id	host_taxid	ifng_plate	ifng_run_date	ifngpoke_ng_ml	latitude	latitude_deg	longitude	longitude_deg	lymphocytes	milk	monocytes	physical_specimen_location	physical_specimen_remaining	pregnant	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	rbc	sample_scientific_name	sample_taxid	sample_type	scientific_name	segs	strongyle_epg	tb_status2	title	total_horn_width	wbc
1736.B35.0709	48	48	months	0	0.0	B35.0709	0	4	2009-07-30 00:00:00	2009-07-30	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B35	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	13.6	42.3	Lower_Sabie	B35	37445	34	11/13/12	0.459	-23.82	-23.82	31.44	31.44	69	False	7	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	11.43	bovine gut metagenome	506599	stool	bovine gut metagenome	18	0	NEG	Ezenwa_Cape_Buffalo	60	6.5
1736.B35.0711	72	72	months	0	0.0	B35.0711	0	3	2011-07-06 00:00:00	2011-07-06	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B35	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	17	41.5	Lower_Sabie	B35	37445	21	11/5/12	0.143	-23.82	-23.82	31.44	31.44	4	True	60	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	10.09	bovine gut metagenome	506599	stool	bovine gut metagenome	30	0	NEG	Ezenwa_Cape_Buffalo	65	5.1
1736.B38.0211	188	188	months	0	0.0	B38.0211	0	2.25	2011-02-21 00:00:00	2011-02-21	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	9.9	35.3	Lower_Sabie	B38	37445	13	10/27/12	0.806	-23.82	-23.82	31.44	31.44	34	True	26	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	8.56	bovine gut metagenome	506599	stool	bovine gut metagenome	34	50	POS	Ezenwa_Cape_Buffalo	68.5	7.2
1736.B38.0610	180	180	months	0	0.0	B38.0610	0	3.25	2010-06-28 00:00:00	2010-06-28	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	11	True	South Africa	19.2	70	Lower_Sabie	B38	37445	1	10/18/12	1.959	-23.82	-23.82	31.44	31.44	32	True	19	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	18.85	bovine gut metagenome	506599	stool	bovine gut metagenome	38	0	POS	Ezenwa_Cape_Buffalo	67	6.1
1736.B38.0611	192	192	months	0	0.0	B38.0611	0	2.5	2011-06-16 00:00:00	2011-06-16	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	16	True	South Africa	15.3	37.7	Lower_Sabie	B38	37445	20	11/5/12	0.695	-23.82	-23.82	31.44	31.44	49	True	12	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	9.45	bovine gut metagenome	506599	stool	bovine gut metagenome	23	0	POS	Ezenwa_Cape_Buffalo	68.5	6.1
1736.B38.0709	169	169	months	0	0.0	B38.0709	1	2.25	2009-07-28 00:00:00	2009-07-28	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	8	True	South Africa	15.9	50.6	Lower_Sabie	B38	37445	34	11/13/12	0.5	-23.82	-23.82	31.44	31.44	53	True	9	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	12.85	bovine gut metagenome	506599	stool	bovine gut metagenome	29	0	POS	Ezenwa_Cape_Buffalo	68.5	4.6
1736.B38.1109	173	173	months	0	0.0	B38.1109	0	1.5	2009-11-13 00:00:00	2009-11-13	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B38	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	5	True	South Africa	25	45.3	Lower_Sabie	B38	37445	5	10/24/12	0.697	-23.82	-23.82	31.44	31.44	51	True	21	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	11.52	bovine gut metagenome	506599	stool	bovine gut metagenome	23	0	POS	Ezenwa_Cape_Buffalo	67	80
1736.B39c.0211	62	62	months	0	0.0	B39c.0211	0	3.5	2011-02-18 00:00:00	2011-02-18	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B39c	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	8	True	South Africa	10	36.7	Lower_Sabie	B39c	37445	13	10/27/12	1.263	-23.82	-23.82	31.44	31.44	62	False	17	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	9.16	bovine gut metagenome	506599	stool	bovine gut metagenome	13	0	NEG	Ezenwa_Cape_Buffalo	72.5	9.4
1736.B39c.0611	66	66	months	0	0.0	B39c.0611	0	3.25	2011-06-16 00:00:00	2011-06-16	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B39c	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	12	True	South Africa	22.1	55.8	Lower_Sabie	B39c	37445	20	11/5/12	0.711	-23.82	-23.82	31.44	31.44	49	False	19	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	13.2	bovine gut metagenome	506599	stool	bovine gut metagenome	20	0	NEG	Ezenwa_Cape_Buffalo	72.5	7.9
1736.B39c.0710	55	55	months	0	0.0	B39c.0710	0	3	2010-07-21 00:00:00	2010-07-21	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B39c	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	18	True	South Africa	Missing: Not provided	Missing: Not provided	Lower_Sabie	B39c	37445	1	10/18/12	1.033	-23.82	-23.82	31.44	31.44	21	False	36	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	Missing: Not provided	bovine gut metagenome	506599	stool	bovine gut metagenome	25	0	NEG	Ezenwa_Cape_Buffalo	70	Missing: Not provided
1736.B39c.1111	72	72	months	0	0.0	B39c.1111	0	2.5	2011-11-29 00:00:00	2011-11-29	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B39c	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	9	True	South Africa	11.6	39.6	Lower_Sabie	B39c	37445	25	11/7/12	1.102	-23.82	-23.82	31.44	31.44	47	False	21	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	10.19	bovine gut metagenome	506599	stool	bovine gut metagenome	23	0	NEG	Ezenwa_Cape_Buffalo	73	7.4
1736.B4.0110	50	50	months	0	0.0	B4.0110	0	4	2010-01-13 00:00:00	2010-01-13	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	21	True	South Africa	11.2	42.2	Lower_Sabie	B4	37445	5	10/24/12	2.078	-23.82	-23.82	31.44	31.44	18	False	39	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	9.83	bovine gut metagenome	506599	stool	bovine gut metagenome	22	0	POS	Ezenwa_Cape_Buffalo	70	21.8
1736.B4.0211	63	63	months	0	0.0	B4.0211	0	3.75	2011-02-24 00:00:00	2011-02-24	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	4	True	South Africa	9	34.4	Lower_Sabie	B4	37445	12	10/27/12	1.275	-23.82	-23.82	31.44	31.44	4	False	65	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	8.37	bovine gut metagenome	506599	stool	bovine gut metagenome	27	0	POS	Ezenwa_Cape_Buffalo	73.5	11.7
1736.B4.0710	56	56	months	0	0.0	B4.0710	0	4	2010-07-22 00:00:00	2010-07-22	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	Missing: Not provided	Missing: Not provided	Lower_Sabie	B4	37445	1	10/18/12	1.184	-23.82	-23.82	31.44	31.44	59	False	20	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	Missing: Not provided	bovine gut metagenome	506599	stool	bovine gut metagenome	15	0	POS	Ezenwa_Cape_Buffalo	72	Missing: Not provided
1736.B4.0711	68	68	months	0	0.0	B4.0711	0	3.75	2011-07-27 00:00:00	2011-07-27	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B4	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	7	True	South Africa	12.3	41	Lower_Sabie	B4	37445	20	11/5/12	0.886	-23.82	-23.82	31.44	31.44	50	False	26	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	9.39	bovine gut metagenome	506599	stool	bovine gut metagenome	17	0	POS	Ezenwa_Cape_Buffalo	74.5	11
1736.B40b.0610	53	53	months	0	0.0	B40b.0610	0	3.75	2010-06-03 00:00:00	2010-06-03	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B40b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	3	True	South Africa	16.1	53.2	Other	B40b	37445	3	10/23/12	2.282	-23.82	-23.82	31.44	31.44	67	False	18	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	15.66	bovine gut metagenome	506599	stool	bovine gut metagenome	12	50	NEG	Ezenwa_Cape_Buffalo	60.5	13.9
1736.B40b.0611	65	65	months	0	0.0	B40b.0611	0	2.75	2011-06-24 00:00:00	2011-06-24	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B40b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	17.7	42.9	Other	B40b	37445	20	11/5/12	1.24	-23.82	-23.82	31.44	31.44	64	False	17	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	11.12	bovine gut metagenome	506599	stool	bovine gut metagenome	13	100	POS	Ezenwa_Cape_Buffalo	65	7
1736.B40b.1009	45	45	months	0	0.0	B40b.1009	0	3	2009-10-19 00:00:00	2009-10-19	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B40b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	5	True	South Africa	11.8	37	Lower_Sabie	B40b	37445	34	11/13/12	1.056	-23.82	-23.82	31.44	31.44	13	False	64	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	10.35	bovine gut metagenome	506599	stool	bovine gut metagenome	18	200	NEG	Ezenwa_Cape_Buffalo	55	7
1736.B40b.1109	46	46	months	0	0.0	B40b.1109	0	3.75	2009-11-29 00:00:00	2009-11-29	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B40b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	6	True	South Africa	25	37.4	Other	B40b	37445	5	10/24/12	1.599	-23.82	-23.82	31.44	31.44	50	False	17	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	10.68	bovine gut metagenome	506599	stool	bovine gut metagenome	27	0	NEG	Ezenwa_Cape_Buffalo	55	80
1736.B40b.1210	59	59	months	0	0.0	B40b.1210	0	3	2010-12-03 00:00:00	2010-12-03	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B40b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	10	True	South Africa	12.9	41.4	Other	B40b	37445	13	10/27/12	2.61	-23.82	-23.82	31.44	31.44	60	False	17	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	9.94	bovine gut metagenome	506599	stool	bovine gut metagenome	13	0	NEG	Ezenwa_Cape_Buffalo	65.5	9.6
1736.B42b.0610	42	42	months	0	0.0	B42b.0610	0	3	2010-06-15 00:00:00	2010-06-15	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B42b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	12	True	South Africa	9.5	32.7	Lower_Sabie	B42b	37445	Missing: Not provided		Missing: Not provided	-23.82	-23.82	31.44	31.44	45	False	19	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	9.38	bovine gut metagenome	506599	stool	bovine gut metagenome	24	0	POS	Ezenwa_Cape_Buffalo	61	13.2
1736.B42b.0611	54	54	months	0	0.0	B42b.0611	0	3.5	2011-06-24 00:00:00	2011-06-24	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B42b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	15	True	South Africa	17	44	Other	B42b	37445	21	11/5/12	0.514	-23.82	-23.82	31.44	31.44	33	False	43	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	10.5	bovine gut metagenome	506599	stool	bovine gut metagenome	9	0	POS	Ezenwa_Cape_Buffalo	70.5	12.6
1736.B42b.0709	31	31	months	0	0.0	B42b.0709	1	3	2009-07-29 00:00:00	2009-07-29	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B42b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	3	True	South Africa	11.1	35.3	Lower_Sabie	B42b	37445	34	11/13/12	0.428	-23.82	-23.82	31.44	31.44	61	False	10	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	9.59	bovine gut metagenome	506599	stool	bovine gut metagenome	25	50	POS	Ezenwa_Cape_Buffalo	55	0.9
1736.B42b.1109	35	35	months	0	0.0	B42b.1109	0	2.75	2009-11-15 00:00:00	2009-11-15	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B42b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	2	True	South Africa	25	37.6	Lower_Sabie	B42b	37445	5	10/24/12	0.869	-23.82	-23.82	31.44	31.44	26	False	50	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	9.48	bovine gut metagenome	506599	stool	bovine gut metagenome	22	250	POS	Ezenwa_Cape_Buffalo	54	80
1736.B42b.1110	47	47	months	0	0.0	B42b.1110	0	2.5	2010-11-22 00:00:00	2010-11-22	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B42b	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	11	True	South Africa	10.5	32.3	Lower_Sabie	B42b	37445	13	10/27/12	1.209	-23.82	-23.82	31.44	31.44	43	False	23	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	8.21	bovine gut metagenome	506599	stool	bovine gut metagenome	23	50	POS	Ezenwa_Cape_Buffalo	65.5	12.5
1736.B43.0211	128	128	months	0	0.0	B43.0211	0	3	2011-02-24 00:00:00	2011-02-24	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B43	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	13	True	South Africa	8.4	31.5	Lower_Sabie	B43	37445	13	10/27/12	1.417	-23.82	-23.82	31.44	31.44	21	False	33	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	7.04	bovine gut metagenome	506599	stool	bovine gut metagenome	33	0	NEG	Ezenwa_Cape_Buffalo	70.5	5.7
1736.B43.0610	120	120	months	0	0.0	B43.0610	0	3.5	2010-06-08 00:00:00	2010-06-08	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B43	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	10	True	South Africa	11.2	40	Lower_Sabie	B43	37445	3	10/23/12	0.466	-23.82	-23.82	31.44	31.44	10	False	41	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	9.79	bovine gut metagenome	506599	stool	bovine gut metagenome	39	0	NEG	Ezenwa_Cape_Buffalo	69	6.9
1736.B43.0611	132	132	months	0	0.0	B43.0611	0	2.75	2011-06-08 00:00:00	2011-06-08	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B43	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	14	True	South Africa	15.4	51.8	Lower_Sabie	B43	37445	21	11/5/12	0.256	-23.82	-23.82	31.44	31.44	25	True	40	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	10.68	bovine gut metagenome	506599	stool	bovine gut metagenome	21	0	NEG	Ezenwa_Cape_Buffalo	71	6.7
1736.B43.1109	113	113	months	0	0.0	B43.1109	0	2.25	2009-11-18 00:00:00	2009-11-18	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B43	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	5	True	South Africa	25	36	Lower_Sabie	B43	37445	5	10/24/12	0.253	-23.82	-23.82	31.44	31.44	57	False	10	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	8.18	bovine gut metagenome	506599	stool	bovine gut metagenome	28	0	NEG	Ezenwa_Cape_Buffalo	68	80
1736.B44.0111	70	70	months	0	0.0	B44.0111	0	2.5	2011-01-31 00:00:00	2011-01-31	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B44	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	10	True	South Africa	9.8	34.6	Lower_Sabie	B44	37445	13	10/27/12	1.206	-23.82	-23.82	31.44	31.44	7	Missing: Not provided	53	CCME	True	late	True				1736	9.21	bovine gut metagenome	506599	stool	bovine gut metagenome	30	0	NEG	Ezenwa_Cape_Buffalo	71	8.6
1736.B44.0609	51	51	months	0	0.0	B44.0609	1	3.5	2009-06-19 00:00:00	2009-06-19	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B44	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	8	True	South Africa	10	31.9	Lower_Sabie	B44	37445	34	11/13/12	1.791	-23.82	-23.82	31.44	31.44	57	False	13	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	9.6	bovine gut metagenome	506599	stool	bovine gut metagenome	21	0	NEG	Ezenwa_Cape_Buffalo	67.5	4.2
1736.B44.0610	63	63	months	0	0.0	B44.0610	0	2.5	2010-06-11 00:00:00	2010-06-11	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B44	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	18	True	South Africa	12.5	43.7	Lower_Sabie	B44	37445	3	10/23/12	0.91	-23.82	-23.82	31.44	31.44	12	True	46	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	12.05	bovine gut metagenome	506599	stool	bovine gut metagenome	24	0	NEG	Ezenwa_Cape_Buffalo	70	7.3
1736.B44.0611	75	75	months	0	0.0	B44.0611	0	3	2011-06-07 00:00:00	2011-06-07	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B44	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	7	True	South Africa	11.6	36.5	Lower_Sabie	B44	37445	21	11/5/12	1.133	-23.82	-23.82	31.44	31.44	17	False	43	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	9.43	bovine gut metagenome	506599	stool	bovine gut metagenome	33	0	NEG	Ezenwa_Cape_Buffalo	75	5.9
1736.B44.1109	56	56	months	0	0.0	B44.1109	0	3.25	2009-11-29 00:00:00	2009-11-29	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B44	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	10	True	South Africa	25	44.7	Lower_Sabie	B44	37445	5	10/24/12	1.53	-23.82	-23.82	31.44	31.44	44	True	18	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	11.39	bovine gut metagenome	506599	stool	bovine gut metagenome	28	0	NEG	Ezenwa_Cape_Buffalo	67	80
1736.B44.1211	81	81	months	0	0.0	B44.1211	0	2.5	2011-12-01 00:00:00	2011-12-01	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B44	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	15	True	South Africa	11.2	37.2	Lower_Sabie	B44	37445	25	11/7/12	0.781	-23.82	-23.82	31.44	31.44	11	False	32	CCME	True	mid	True	Host-associated	Animal	Animal distal gut	1736	8.45	bovine gut metagenome	506599	stool	bovine gut metagenome	42	0	NEG	Ezenwa_Cape_Buffalo	75.5	7.6
1736.B46.0610	84	84	months	0	0.0	B46.0610	0	3.75	2010-06-16 00:00:00	2010-06-16	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B46	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	10	True	South Africa	16.1	56	Lower_Sabie	B46	37445	3	10/23/12	0.968	-23.82	-23.82	31.44	31.44	59	False	18	CCME	True	no	True	Host-associated	Animal	Animal distal gut	1736	14.11	bovine gut metagenome	506599	stool	bovine gut metagenome	13	0	NEG	Ezenwa_Cape_Buffalo	65.5	10.6
1736.B46.0611	96	96	months	0	0.0	B46.0611	0	2.25	2011-06-07 00:00:00	2011-06-07	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B46	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	9	True	South Africa	10.2	32.1	Lower_Sabie	B46	37445	21	11/5/12	1.167	-23.82	-23.82	31.44	31.44	36	True	28	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	7.77	bovine gut metagenome	506599	stool	bovine gut metagenome	27	0	NEG	Ezenwa_Cape_Buffalo	67	5.3
1736.B46.0709	73	73	months	0	0.0	B46.0709	2	3.75	2009-07-14 00:00:00	2009-07-14	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B46	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	9	True	South Africa	11.9	33.6	Lower_Sabie	B46	37445	34	11/13/12	1.835	-23.82	-23.82	31.44	31.44	57	False	14	CCME	True	early	True	Host-associated	Animal	Animal distal gut	1736	8.56	bovine gut metagenome	506599	stool	bovine gut metagenome	18	0	NEG	Ezenwa_Cape_Buffalo	65.5	7.7
1736.B46.1109	77	77	months	0	0.0	B46.1109	0	2.25	2009-11-16 00:00:00	2009-11-16	GAZ:South Africa	0	0	Fecal sample taken from cape buffalo B46	True	300	300	True	EMP sample	Host-associated	Animal	Animal distal gut	rangeland biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	rangeland biome	Not applicable	Not applicable	8	True	South Africa	25	35.1	Lower_Sabie	B46	37445	6	10/24/12	0.863	-23.82	-23.82	31.44	31.44	57	False	14	CCME	True	late	True	Host-associated	Animal	Animal distal gut	1736	7.75	bovine gut metagenome	506599	stool	bovine gut metagenome	21	0	NEG	Ezenwa_Cape_Buffalo	63	80
