sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	day	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	family	host_common_name	host_subject_id	host_taxid	house	house_day_subject_surface	house_day_surface	house_surface	latitude	latitude_deg	life_stage	longitude	longitude_deg	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_order	sample_scientific_name	sample_taxid	sample_type	sex	source	source1	sourcesink	subject	subject_surface	surface	time	title
2192.H04a.Dog.Foot.2015.lane5.NoIndex.L005	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-18	GAZ:United States of America	D09	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D09.Dog_04.3.Dog_Foot	H04a.D09.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	758	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Foot	Dog_Foot	4:10PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2057.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-20	GAZ:United States of America	D11	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D11.Dog_04.1.Dog_Foot	H04a.D11.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	775	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Foot	Dog_Foot	10:11PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2060.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-20	GAZ:United States of America	D11	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D11.Dog_04.2.Dog_Foot	H04a.D11.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	777	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Foot	Dog_Foot	10:11PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2063.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-20	GAZ:United States of America	D11	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D11.Dog_04.3.Dog_Foot	H04a.D11.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	779	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Foot	Dog_Foot	10:11PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2081.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D12	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D12.Dog_04.1.Dog_Foot	H04a.D12.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	796	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Foot	Dog_Foot	10:20PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2084.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D12	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D12.Dog_04.2.Dog_Foot	H04a.D12.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	798	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Foot	Dog_Foot	10:20PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2087.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D12	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D12.Dog_04.3.Dog_Foot	H04a.D12.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	800	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Foot	Dog_Foot	10:20PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2105.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D13	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D13.Dog_04.1.Dog_Foot	H04a.D13.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true				2192	814	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Foot	Dog_Foot	6:00PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2108.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D13	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D13.Dog_04.2.Dog_Foot	H04a.D13.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	816	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Foot	Dog_Foot	6:00PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Foot.2111.lane6.NoIndex.L006	0	0.0	H04a.Skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D13	0	0	H04a.Skin	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D13.Dog_04.3.Dog_Foot	H04a.D13.Dog_Foot	H04a.Dog_Foot	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal surface	2192	818	skin metagenome	1338477	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Foot	Dog_Foot	6:00PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1818.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-09	GAZ:United States of America	D01	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D01.Dog_04.1.Dog_Nose	H04a.D01.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	596	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Nose	Dog_Nose	8:35AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1821.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-09	GAZ:United States of America	D01	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D01.Dog_04.2.Dog_Nose	H04a.D01.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	598	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Nose	Dog_Nose	8:35AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1824.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-09	GAZ:United States of America	D01	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D01.Dog_04.3.Dog_Nose	H04a.D01.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	600	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Nose	Dog_Nose	8:35AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1842.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-11	GAZ:United States of America	D02	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D02.Dog_04.1.Dog_Nose	H04a.D02.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	617	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Nose	Dog_Nose	6:30PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1845.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-11	GAZ:United States of America	D02	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D02.Dog_04.2.Dog_Nose	H04a.D02.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	619	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Nose	Dog_Nose	6:30PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1848.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-11	GAZ:United States of America	D02	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D02.Dog_04.3.Dog_Nose	H04a.D02.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	621	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Nose	Dog_Nose	6:30PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1866.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-12	GAZ:United States of America	D03	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D03.Dog_04.1.Dog_Nose	H04a.D03.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	638	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Nose	Dog_Nose	8:40PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1869.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-12	GAZ:United States of America	D03	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D03.Dog_04.2.Dog_Nose	H04a.D03.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	640	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Nose	Dog_Nose	8:40PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1872.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-12	GAZ:United States of America	D03	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D03.Dog_04.3.Dog_Nose	H04a.D03.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	642	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Nose	Dog_Nose	8:40PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1890.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-13	GAZ:United States of America	D04	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D04.Dog_04.1.Dog_Nose	H04a.D04.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	659	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Nose	Dog_Nose	7:45AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1893.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-13	GAZ:United States of America	D04	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D04.Dog_04.2.Dog_Nose	H04a.D04.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	661	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Nose	Dog_Nose	7:45AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1896.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-13	GAZ:United States of America	D04	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D04.Dog_04.3.Dog_Nose	H04a.D04.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	663	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Nose	Dog_Nose	7:45AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1914.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-14	GAZ:United States of America	D05	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D05.Dog_04.1.Dog_Nose	H04a.D05.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	680	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Nose	Dog_Nose	7:35AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1917.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-14	GAZ:United States of America	D05	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D05.Dog_04.2.Dog_Nose	H04a.D05.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	682	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Nose	Dog_Nose	7:35AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1920.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-14	GAZ:United States of America	D05	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D05.Dog_04.3.Dog_Nose	H04a.D05.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true				2192	684	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Nose	Dog_Nose	7:35AM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1938.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-15	GAZ:United States of America	D06	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D06.Dog_04.1.Dog_Nose	H04a.D06.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	701	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Nose	Dog_Nose	4:00PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1941.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-15	GAZ:United States of America	D06	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D06.Dog_04.2.Dog_Nose	H04a.D06.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	703	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Nose	Dog_Nose	4:00PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1944.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-15	GAZ:United States of America	D06	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D06.Dog_04.3.Dog_Nose	H04a.D06.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	705	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Nose	Dog_Nose	4:00PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1962.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-16	GAZ:United States of America	D07	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.1	9615	H04a	H04a.D07.Dog_04.1.Dog_Nose	H04a.D07.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	719	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.1	Dog_04.1.Dog_Nose	Dog_Nose	4:00PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1965.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-16	GAZ:United States of America	D07	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.2	9615	H04a	H04a.D07.Dog_04.2.Dog_Nose	H04a.D07.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	721	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.2	Dog_04.2.Dog_Nose	Dog_Nose	4:00PM	Gilbert_house_forensics_BE
2192.H04a.Dog.Nose.1968.lane6.NoIndex.L006	0	0.0	H04a.Dog_Nose	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-16	GAZ:United States of America	D07	0	0	H04a.Dog_Nose	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	4	dog	Dog_04.3	9615	H04a	H04a.D07.Dog_04.3.Dog_Nose	H04a.D07.Dog_Nose	H04a.Dog_Nose	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	Dogs	ANL	true	true	Host-associated	Animal	Animal secretion	2192	723	upper respiratory tract metagenome	1115523	XXQIITAXX		Dog	Pet	source	Dog_04.3	Dog_04.3.Dog_Nose	Dog_Nose	4:00PM	Gilbert_house_forensics_BE
