sample_name	age	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_subject_id	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	taxon_id	title	tot_mass
1748.4.24.12.FR.1.D	Missing: Not provided	months	0.0	4.24.12.FR.1.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	pigeon biogeography, ctrl mouth	ominivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	human-oral	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	JPS	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	saliva	human oral metagenome	male	447426	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.1.V	Missing: Not provided	months	0.0	4.24.12.FR.1.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	iguana biogeography, ctrl mouth	vegetarian	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	human-oral	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	JPS	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	saliva	human oral metagenome	male	447426	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.10.D	Missing: Not provided	months	0.0	4.24.12.FR.10.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	pigeon biogeography, ctrl bench paper	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	CTRL.BENCH PAPER 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control bench paper	indoor metagenome	Not applicable	1256227	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.10.V	Missing: Not provided	months	0.0	4.24.12.FR.10.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	iguana biogeography, ctrl bench paper	vegetarian	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	CTRL.BENCH PAPER 2	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control bench paper	indoor metagenome	Not applicable	1256227	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.11.D	Missing: Not provided	months	0.0	4.24.12.FR.11.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal right distal leg section	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.11.V	Missing: Not provided	months	0.0	4.24.12.FR.11.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral right distal leg section	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.12.D	Missing: Not provided	months	0.0	4.24.12.FR.12.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal medial trunk	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.12.V	Missing: Not provided	months	0.0	4.24.12.FR.12.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral medial trunk	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE				1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.13.D	Missing: Not provided	months	0.0	4.24.12.FR.13.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal right trunk side	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.13.V	Missing: Not provided	months	0.0	4.24.12.FR.13.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral right trunk side	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE				1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.14.D	Missing: Not provided	months	0.0	4.24.12.FR.14.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal left arm	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.14.V	Missing: Not provided	months	0.0	4.24.12.FR.14.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral left arm	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.15.D	Missing: Not provided	months	0.0	4.24.12.FR.15.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal left shoulder	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.15.V	Missing: Not provided	months	0.0	4.24.12.FR.15.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral left shoulder	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE				1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.16.D	Missing: Not provided	months	0.0	4.24.12.FR.16.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal medial collarbone	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.16.V	Missing: Not provided	months	0.0	4.24.12.FR.16.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral medial collarbone	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.17.D	Missing: Not provided	months	0.0	4.24.12.FR.17.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal right shoulder	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.17.V	Missing: Not provided	months	0.0	4.24.12.FR.17.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral right shoulder	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.18.D	Missing: Not provided	months	0.0	4.24.12.FR.18.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal right arm	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.18.V	Missing: Not provided	months	0.0	4.24.12.FR.18.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral right arm	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.19.D	Missing: Not provided	months	0.0	4.24.12.FR.19.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal medial head surface in between tympanums	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.19.V	Missing: Not provided	months	0.0	4.24.12.FR.19.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral medial head surface in between tympanums	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.2.D	Missing: Not provided	months	0.0	4.24.12.FR.2.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal right side near tympanum	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.2.V	Missing: Not provided	months	0.0	4.24.12.FR.2.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral right side near tympanum	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.20.D	Missing: Not provided	months	0.0	4.24.12.FR.20.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal left side near tympanum	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.20.V	Missing: Not provided	months	0.0	4.24.12.FR.20.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral left side near tympanum	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.21.D	Missing: Not provided	months	0.0	4.24.12.FR.21.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal right mid-leg	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.21.V	Missing: Not provided	months	0.0	4.24.12.FR.21.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral right mid-leg	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.22.D	Missing: Not provided	months	0.0	4.24.12.FR.22.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal right side near eye	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.22.V	Missing: Not provided	months	0.0	4.24.12.FR.22.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral right side near eye	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.3.D	Missing: Not provided	months	0.0	4.24.12.FR.3.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal left side near eye	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.3.V	Missing: Not provided	months	0.0	4.24.12.FR.3.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral left side near eye	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.4.D	Missing: Not provided	months	0.0	4.24.12.FR.4.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal nose and mouth region	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.4.V	Missing: Not provided	months	0.0	4.24.12.FR.4.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral nose and mouth region	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.5.D	Missing: Not provided	months	0.0	4.24.12.FR.5.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal left distal leg section	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.5.V	Missing: Not provided	months	0.0	4.24.12.FR.5.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral left distal leg section	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.6.D	Missing: Not provided	months	0.0	4.24.12.FR.6.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal left mid-leg	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.6.V	Missing: Not provided	months	0.0	4.24.12.FR.6.V	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, ventral left mid-leg	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
1748.4.24.12.FR.7.D	Missing: Not provided	months	0.0	4.24.12.FR.7.D	UBERON:skin	UBERON:mucus	UBERON:skin	2012-04-24	GAZ:United States of America	0	frog biogeography, dorsal cloaca	omnivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	mucus	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rana Catesbiana 1	8400	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	frog metagenome	male	1789662	knight_comp_biogeography	Missing: Not provided
