sample_name	age	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_subject_id	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	taxon_id	title	tot_mass
1748.5.30.12.P.11.D	Missing: Not provided	months	0.0	5.30.12.P.11.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	rat biogeography, ventral left upper thigh	ominivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rattus Norvegicus 1	8930	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	rat metagenome	male	1427740	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.11.V	Missing: Not provided	months	0.0	5.30.12.P.11.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	rat biogeography, dorsal left trunk side	ominivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rattus Norvegicus 1	8930	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	rat metagenome	male	1427740	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.12.D	Missing: Not provided	months	0.0	5.30.12.P.12.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	rat biogeography, ventral left trunk side	ominivorous	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	Rattus Norvegicus 1	8930	40.01	40.01	adult	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	skin	rat metagenome	male	1427740	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.12.V	Missing: Not provided	months	0.0	5.30.12.P.12.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BALNK8	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BALNK8	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.13.D	Missing: Not provided	months	0.0	5.30.12.P.13.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK1	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK1	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.13.V	Missing: Not provided	months	0.0	5.30.12.P.13.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK10	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK10	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.14.D	Missing: Not provided	months	0.0	5.30.12.P.14.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK11	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK11	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.14.V	Missing: Not provided	months	0.0	5.30.12.P.14.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK12	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK12	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.15.D	Missing: Not provided	months	0.0	5.30.12.P.15.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK13	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK13	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.15.V	Missing: Not provided	months	0.0	5.30.12.P.15.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK14	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK14	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.16.D	Missing: Not provided	months	0.0	5.30.12.P.16.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK15	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK15	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.16.V	Missing: Not provided	months	0.0	5.30.12.P.16.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK16	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK16	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.17.D	Missing: Not provided	months	0.0	5.30.12.P.17.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK17	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK17	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.17.V	Missing: Not provided	months	0.0	5.30.12.P.17.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK18	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK18	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.18.D	Missing: Not provided	months	0.0	5.30.12.P.18.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK19	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK19	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.18.V	Missing: Not provided	months	0.0	5.30.12.P.18.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK2	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK2	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.19.D	Missing: Not provided	months	0.0	5.30.12.P.19.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK20	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK20	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.19.V	Missing: Not provided	months	0.0	5.30.12.P.19.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK21	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK21	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.2.D	Missing: Not provided	months	0.0	5.30.12.P.2.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK22	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK22	8930	40.01	40.01	Not applicable	-105.271	-103.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.2.V	Missing: Not provided	months	0.0	5.30.12.P.2.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK23	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK23	8930	40.01	40.01	Not applicable	-105.271	-104.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.20.D	Missing: Not provided	months	0.0	5.30.12.P.20.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK24	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK24	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.20.V	Missing: Not provided	months	0.0	5.30.12.P.20.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK25	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK25	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.21.D	Missing: Not provided	months	0.0	5.30.12.P.21.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK26	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK26	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.21.V	Missing: Not provided	months	0.0	5.30.12.P.21.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK27	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK27	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.22.D	Missing: Not provided	months	0.0	5.30.12.P.22.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK28	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK28	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.22.V	Missing: Not provided	months	0.0	5.30.12.P.22.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK29	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK29	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.25.D	Missing: Not provided	months	0.0	5.30.12.P.25.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK3	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK3	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.25.V	Missing: Not provided	months	0.0	5.30.12.P.25.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK30	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK30	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.3.D	Missing: Not provided	months	0.0	5.30.12.P.3.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK31	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK31	8930	40.01	40.01	Not applicable	-105.271	-101.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.3.V	Missing: Not provided	months	0.0	5.30.12.P.3.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK32	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK32	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.4.D	Missing: Not provided	months	0.0	5.30.12.P.4.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK33	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK33	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.4.V	Missing: Not provided	months	0.0	5.30.12.P.4.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK34	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK34	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.5.D	Missing: Not provided	months	0.0	5.30.12.P.5.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK35	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK35	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.5.V	Missing: Not provided	months	0.0	5.30.12.P.5.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK36	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK36	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.6.D	Missing: Not provided	months	0.0	5.30.12.P.6.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK37	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK37	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.6.V	Missing: Not provided	months	0.0	5.30.12.P.6.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK38	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK38	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.7.D	Missing: Not provided	months	0.0	5.30.12.P.7.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK39	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK39	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.7.V	Missing: Not provided	months	0.0	5.30.12.P.7.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK4	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK4	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.8.D	Missing: Not provided	months	0.0	5.30.12.P.8.D	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK40	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK40	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE	Host-associated	Animal	Animal surface	1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
1748.5.30.12.P.8.V	Missing: Not provided	months	0.0	5.30.12.P.8.V	UBERON:skin	UBERON:sebum	UBERON:skin	2012-05-30	GAZ:United States of America	0	BLANK41	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	misc environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Boulder	BLANK41	8930	40.01	40.01	Not applicable	-105.271	-105.271	UCSDMI	TRUE	TRUE				1748	organismal metagenomes	410656	control blank	metagenome	Not applicable	256318	knight_comp_biogeography	Missing: Not provided
