sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_habitat_abbr	body_habitat_gut_status	body_habitat_simple	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	diet_description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	fecal_preservation_method	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	hours_from_collection	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sun_shade	title	weeks_preserved
2182.Z2EB		years	0	0.0	Z2EB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z2EB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Ethanol	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z2EB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z2FA		years	0	0.0	Z2FA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z2FA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z2FA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z2FB		years	0	0.0	Z2FB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z2FB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z2FB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z2RA		years	0	0.0	Z2RA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z2RA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	RNAlater	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z2RA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z2RB		years	0	0.0	Z2RB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z2RB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	RNAlater	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z2RB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z420A		years	0	0.0	Z420A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z420A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	20freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z420A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z420B		years	0	0.0	Z420B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z420B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	20freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z420B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z480A		years	0	0.0	Z480A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z480A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	80freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z480A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z480B		years	0	0.0	Z480B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z480B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	80freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z480B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z4EA		years	0	0.0	Z4EA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z4EA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Ethanol	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z4EA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z4EB		years	0	0.0	Z4EB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z4EB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Ethanol	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z4EB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z4FA		years	0	0.0	Z4FA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z4FA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z4FA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z4FB		years	0	0.0	Z4FB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z4FB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z4FB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z4RA		years	0	0.0	Z4RA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z4RA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	RNAlater	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z4RA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z4RB		years	0	0.0	Z4RB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z4RB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	RNAlater	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z4RB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	4.0
2182.Z820A		years	0	0.0	Z820A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z820A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	20freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z820A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z820B		years	0	0.0	Z820B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z820B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	20freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z820B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z880A		years	0	0.0	Z880A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z880A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	80freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z880A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z880B		years	0	0.0	Z880B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z880B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	80freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z880B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z8EA		years	0	0.0	Z8EA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z8EA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	Ethanol	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z8EA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z8EB		years	0	0.0	Z8EB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z8EB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	Ethanol	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z8EB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z8FA		years	0	0.0	Z8FA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z8FA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z8FA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z8FB		years	0	0.0	Z8FB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z8FB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z8FB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z8RA		years	0	0.0	Z8RA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z8RA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	RNAlater	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z8RA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.Z8RB		years	0	0.0	Z8RB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z8RB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	false	RNAlater	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z8RB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	8.0
2182.ZF0A.a		years	0	0.0	ZF0A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZF0A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZF0A	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		mon	Hale_folivorous_primates_MiSeq	
2182.ZF0A.b		years	0	0.0	ZF0A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZF0A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZF0A	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		sun	Hale_folivorous_primates_MiSeq	
2182.ZF0B		years	0	0.0	ZF0B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZF0B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZF0B	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.ZF0C		years	0	0.0	ZF0C	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZF0C	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZF0C	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		mon	Hale_folivorous_primates_MiSeq	
2182.ZF0CN		years	0	0.0	ZF0CN	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZF0CN	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZF0CN	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		mon	Hale_folivorous_primates_MiSeq	
2182.ZF0D		years	0	0.0	ZF0D	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZF0D	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZF0D	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
