sample_name	age	age_group	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	larval_tetracycline	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_name_in_tube	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	title	village
1064.H.CV244	1	worker	days	0	0.0	H.CV244	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV244	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	103	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV25	7	nurse	days	0	0.0	H.CV25	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	Not applicable	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV25	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	49	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV26	7	nurse	days	0	0.0	H.CV26	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	Not applicable	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV26	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	51	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV263	13	worker	days	0	0.0	H.CV263	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV263	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	310	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV264	13	worker	days	0	0.0	H.CV264	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV264	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	312	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV265	13	worker	days	0	0.0	H.CV265	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV265	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	314	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV266	13	worker	days	0	0.0	H.CV266	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV266	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	316	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV267	13	worker	days	0	0.0	H.CV267	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV267	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True				1064	318	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV268	13	worker	days	0	0.0	H.CV268	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	True	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV268	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	320	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV27	7	nurse	days	0	0.0	H.CV27	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	Not applicable	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV27	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	53	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV281	8	nurse	days	0	0.0	H.CV281	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV281	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	105	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV282	8	nurse	days	0	0.0	H.CV282	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV282	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	107	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV283	8	nurse	days	0	0.0	H.CV283	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV283	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True				1064	109	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV284	8	nurse	days	0	0.0	H.CV284	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV284	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True				1064	111	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV285	8	nurse	days	0	0.0	H.CV285	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV285	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	113	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV286	8	nurse	days	0	0.0	H.CV286	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV286	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	115	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV287	9	nurse	days	0	0.0	H.CV287	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV287	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	238	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV288	9	nurse	days	0	0.0	H.CV288	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV288	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	240	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV289	9	nurse	days	0	0.0	H.CV289	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV289	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	242	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV290	9	nurse	days	0	0.0	H.CV290	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV290	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	244	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV291	9	nurse	days	0	0.0	H.CV291	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV291	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	246	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV292	9	nurse	days	0	0.0	H.CV292	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV292	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	248	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV293	13	worker	days	0	0.0	H.CV293	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV293	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	117	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV294	13	worker	days	0	0.0	H.CV294	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-06-13	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV294	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	119	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV295	13	worker	days	0	0.0	H.CV295	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-25	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV295	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	121	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV296	13	worker	days	0	0.0	H.CV296	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-23	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV296	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	123	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV297	13	worker	days	0	0.0	H.CV297	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-23	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV297	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	125	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV298	13	worker	days	0	0.0	H.CV298	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2008-10-25	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV298	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	127	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV299	12	worker	days	0	0.0	H.CV299	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV299	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	250	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV300	12	worker	days	0	0.0	H.CV300	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV300	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	252	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV301	12	worker	days	0	0.0	H.CV301	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-16	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV301	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	254	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV302	12	worker	days	0	0.0	H.CV302	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV302	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	256	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV303	12	worker	days	0	0.0	H.CV303	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV303	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	258	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.H.CV304	12	worker	days	0	0.0	H.CV304	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	2011-07-11	False	GAZ:Puerto Rico	0	0	Complete Head	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	H-CV304	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	260	gut metagenome	749906	head of bee	insect metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
