sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_date	collection_date_unformat	collection_timestamp	country	depth	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sex_def_prob	title	unnamed_3
1665.IFAW12.109Dd	0	0.0	94	UBERON:skin	UBERON:mucus	UBERON:skin	2/1/12	2/1/12	2012-02-01	GAZ:United States of America	0	0	IFAW12.109Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	14.02733135	14.02733135	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.109Dd	sk__Eukaryota	9728	41.76928	41.76928	adult	-70.06294	-70.06294	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.127Dd	0	0.0	86	UBERON:skin	UBERON:mucus	UBERON:skin	2/5/12	2/5/12	2012-02-05	GAZ:United States of America	0	0	IFAW12.127Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	-0.196724653	-0.196724653	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.127Dd	sk__Eukaryota	9728	41.93055	41.93055	adult	-70.03098	-70.03098	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.128Dd	0	0.0	85	UBERON:skin	UBERON:mucus	UBERON:skin	2/5/12	2/5/12	2012-02-05	GAZ:United States of America	0	0	IFAW12.128Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	-0.196724653	-0.196724653	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.128Dd	sk__Eukaryota	9728	41.93055	41.93055	adult	-70.03098	-70.03098	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.172Dd	0	0.0	135	UBERON:skin	UBERON:mucus	UBERON:skin	2/13/12	2/13/12	2012-02-13	GAZ:United States of America	0	0	IFAW12.172Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	-0.126107246	-0.126107246	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.172Dd	sk__Eukaryota	9728	41.95383	41.95383	adult	-70.05095	-70.05095	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.201Dd	0	0.0	89	UBERON:skin	UBERON:mucus	UBERON:skin	3/8/12	3/8/12	2012-03-08	GAZ:United States of America	0	0	IFAW12.201Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	1.650373459	1.650373459	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.201Dd	sk__Eukaryota	9728	41.79496	41.79496	adult, pregnant	-70.0167	-70.0167	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.204Dd	0	0.0	93	UBERON:skin	UBERON:mucus	UBERON:skin	3/11/12	3/11/12	2012-03-11	GAZ:United States of America	0	0	IFAW12.204Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	-2.727404594	-2.727404594	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.204Dd	sk__Eukaryota	9728	41.89693	41.89693	adult	-70.0384	-70.0384	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.223Dd	0	0.0	124	UBERON:skin	UBERON:mucus	UBERON:skin	3/27/12	3/27/12	2012-03-27	GAZ:United States of America	0	0	IFAW12.223Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	2.376767874	2.376767874	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.223Dd	sk__Eukaryota	9728	41.79162	41.79162	sub_adult	-70.01911	-70.01911	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.226Dd	0	0.0	87	UBERON:skin	UBERON:mucus	UBERON:skin	4/1/12	4/1/12	2012-04-01	GAZ:United States of America	0	0	IFAW12.226Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	1.516855836	1.516855836	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.226Dd	sk__Eukaryota	9728	41.93005	41.93005	adult	-70.0278	-70.0278	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.228Dd	0	0.0	105	UBERON:skin	UBERON:mucus	UBERON:skin	4/6/12	4/6/12	2012-04-06	GAZ:United States of America	0	0	IFAW12.228Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	1.639487505	1.639487505	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.228Dd	sk__Eukaryota	9728	41.73344	41.73344	adult	-70.3328	-70.3328	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.JMA2012AUG11.01	0	0.0	44	UBERON:skin	UBERON:mucus	UBERON:skin	8/11/12	8/11/12	2012-08-11	GAZ:United States of America	0	0	JMA2012AUG11.01 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG11.01	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG11.02	0	0.0	26	UBERON:skin	UBERON:mucus	UBERON:skin	8/11/12	8/11/12	2012-08-11	GAZ:United States of America	0	0	JMA2012AUG11.02 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG11.02	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG11.03	0	0.0	46	UBERON:skin	UBERON:mucus	UBERON:skin	8/11/12	8/11/12	2012-08-11	GAZ:United States of America	0	0	JMA2012AUG11.03 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG11.03	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG12.01	0	0.0	47	UBERON:skin	UBERON:mucus	UBERON:skin	8/12/12	8/12/12	2012-08-12	GAZ:United States of America	0	0	JMA2012AUG12.01 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG12.01	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG12.02	0	0.0	24	UBERON:skin	UBERON:mucus	UBERON:skin	8/12/12	8/12/12	2012-08-12	GAZ:United States of America	0	0	JMA2012AUG12.02 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG12.02	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG17.01	0	0.0	25	UBERON:skin	UBERON:mucus	UBERON:skin	8/17/12	8/17/12	2012-08-17	GAZ:United States of America	0	0	JMA2012AUG17.01 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	w2.JMA2012AUG17.01	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG17.03	0	0.0	22	UBERON:skin	UBERON:mucus	UBERON:skin	8/17/12	8/17/12	2012-08-17	GAZ:United States of America	0	0	JMA2012AUG17.03 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG17.03	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG17.04	0	0.0	29	UBERON:skin	UBERON:mucus	UBERON:skin	8/17/12	8/17/12	2012-08-17	GAZ:United States of America	0	0	JMA2012AUG17.04 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG17.04	sk__Eukaryota	38241	19.63999	19.63999	sub_adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG17.05	0	0.0	35	UBERON:skin	UBERON:mucus	UBERON:skin	8/17/12	8/17/12	2012-08-17	GAZ:United States of America	0	0	JMA2012AUG17.05 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG17.05	sk__Eukaryota	38241	19.63999	19.63999	sub_adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG18.01	0	0.0	45	UBERON:skin	UBERON:mucus	UBERON:skin	8/18/12	8/18/12	2012-08-18	GAZ:United States of America	0	0	JMA2012AUG18.01 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG18.01	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG19.01	0	0.0	28	UBERON:skin	UBERON:mucus	UBERON:skin	8/19/12	8/19/12	2012-08-19	GAZ:United States of America	0	0	JMA2012AUG19.01 skin microbiome of Peponocephala electra (Melon headed whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	melon-headed whale	f__Delphinidae	g__Peponocephala	k__Metazoa	o__Cetacea	p__Chordata	Peponocephala electra	s__Peponocephala_electra	JMA2012AUG19.01	sk__Eukaryota	103596	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Peponocephala electra (Melon headed whale)
1665.JMA2012AUG19.02	0	0.0	34	UBERON:skin	UBERON:mucus	UBERON:skin	8/19/12	8/19/12	2012-08-19	GAZ:United States of America	0	0	JMA2012AUG19.02 skin microbiome of Peponocephala electra (Melon headed whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	melon-headed whale	f__Delphinidae	g__Peponocephala	k__Metazoa	o__Cetacea	p__Chordata	Peponocephala electra	s__Peponocephala_electra	JMA2012AUG19.02	sk__Eukaryota	103596	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Peponocephala electra (Melon headed whale)
1665.JMA2012AUG19.03	0	0.0	27	UBERON:skin	UBERON:mucus	UBERON:skin	8/19/12	8/19/12	2012-08-19	GAZ:United States of America	0	0	JMA2012AUG19.03 skin microbiome of Steno bredanensis (Rough.toothed dolphin)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	rough-toothed dolphin	f__Delphinidae	g__Steno	k__Metazoa	o__Cetacea	p__Chordata	Steno bredanensis	s__Steno_bredanensis	JMA2012AUG19.03	sk__Eukaryota	46167	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Steno bredanensis (Rough.toothed dolphin)
1665.JMA2012AUG20.01	0	0.0	37	UBERON:skin	UBERON:mucus	UBERON:skin	8/20/12	8/20/12	2012-08-20	GAZ:United States of America	0	0	JMA2012AUG20.01 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG20.01	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	Probable female	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG22.01	0	0.0	39	UBERON:skin	UBERON:mucus	UBERON:skin	8/22/12	8/22/12	2012-08-22	GAZ:United States of America	0	0	JMA2012AUG22.01 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG22.01	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG22.02	0	0.0	31	UBERON:skin	UBERON:mucus	UBERON:skin	8/22/12	8/22/12	2012-08-22	GAZ:United States of America	0	0	JMA2012AUG22.02 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG22.02	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.JMA2012AUG23.01	0	0.0	40	UBERON:skin	UBERON:mucus	UBERON:skin	8/23/12	8/23/12	2012-08-23	GAZ:United States of America	0	0	JMA2012AUG23.01 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	JMA2012AUG23.01	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	Probable female	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB20110CT20.WW.01	0	0.0	71	UBERON:skin	UBERON:mucus	UBERON:skin	10/20/11	10/20/11	2011-10-20	GAZ:United States of America	0	0	RWB20110CT20.WW.01 skin microbiome of Physeter macrocephalus (Sperm whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	sperm whale	f__Physeteridae	g__Physeter	k__Metazoa	o__Cetacea	p__Chordata	Physeter catodon	s__Physeter_catodon	RWB20110CT20.WW.01	sk__Eukaryota	9755	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Physeter macrocephalus (Sperm whale)
1665.RWB2011NOV01.01	0	0.0	76	UBERON:skin	UBERON:mucus	UBERON:skin	11/1/11	11/1/11	2011-11-01	GAZ:United States of America	0	0	RWB2011NOV01.01 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011NOV01.01	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
