sample_name	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	description	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	taxon_id	title	treatment_day	treatment_group
10916.201	pseudopregnancy_d10_35	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d10 35	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d10_35	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pseudopregnancy
10916.202	pregnancy_d10_43	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d10 43	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d10_43	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pregnancy
10916.203	control_d14_30	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d14 30	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d14_30	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	control
10916.204	pregnancy_d14_38	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d14 38	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d14_38	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pregnancy
10916.205	control_d16_25	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d16 25	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d16_25	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	control
10916.206	pseudopregnancy_d16_33	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d16 33	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d16_33	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pseudopregnancy
10916.207	pregnancy_d16_41	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d16 41	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d16_41	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pregnancy
10916.209	pseudopregnancy_d10_36	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d10 36	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d10_36	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pseudopregnancy
10916.210	pregnancy_d10_44	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d10 44	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d10_44	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pregnancy
10916.211	pseudopregnancy_d14_31	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d14 31	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d14_31	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pseudopregnancy
10916.212	pregnancy_d14_39	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d14 39	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d14_39	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pregnancy
10916.213	control_d16_26	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d16 26	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d16_26	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	control
10916.214	pseudopregnancy_d16_34	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d16 34	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d16_34	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pseudopregnancy
10916.215	pregnancy_d16_42	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d16 42	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d16_42	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pregnancy
10916.216	pseudopregnancy_d10_37	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d10 37	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d10_37	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pseudopregnancy
10916.218	pseudopregnancy_d14_32	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d14 32	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d14_32	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pseudopregnancy
10916.220	control_d16_27	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d16 27	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d16_27	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	control
10916.221	pseudopregnancy_d16_35	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d16 35	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d16_35	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pseudopregnancy
10916.222	pregnancy_d16_43	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d16 43	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d16_43	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pregnancy
10916.223	pregnancy_d10_38	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d10 38	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d10_38	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pregnancy
10916.224	control_d14_25	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d14 25	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d14_25	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	control
10916.225	pseudopregnancy_d14_33	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d14 33	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d14_33	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pseudopregnancy
10916.226	pregnancy_d14_41	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d14 41	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d14_41	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pregnancy
10916.227	control_d16_28	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d16 28	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d16_28	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	control
10916.228	pseudopregnancy_d16_36	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d16 36	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d16_36	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pseudopregnancy
10916.229	pregnancy_d16_44	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d16 44	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d16_44	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pregnancy
10916.230	pregnancy_d10_39	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d10 39	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d10_39	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pregnancy
10916.231	control_d14_26	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d14 26	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d14_26	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	control
10916.232	pseudopregnancy_d14_34	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d14 34	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d14_34	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pseudopregnancy
10916.233	pregnancy_d14_42	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d14 42	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d14_42	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pregnancy
10916.234	control_d16_29	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d16 29	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d16_29	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	control
10916.236	pregnancy_d16_45	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d16 45	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d16_45	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pregnancy
10916.238	control_d14_27	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d14 27	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d14_27	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	control
10916.239	pseudopregnancy_d14_35	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d14 35	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d14_35	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pseudopregnancy
10916.240	pregnancy_d14_43	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d14 43	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d14_43	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pregnancy
10916.241	control_d16_30	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d16 30	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d16_30	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	control
10916.242	pregnancy_d16_38	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d16 38	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d16_38	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pregnancy
10916.244	pregnancy_d10_41	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d10 41	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d10_41	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pregnancy
10916.245	control_d14_28	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d14 28	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d14_28	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	control
10916.246	pseudopregnancy_d14_36	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d14 36	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d14_36	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pseudopregnancy
10916.247	pregnancy_d14_44	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d14 44	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d14_44	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pregnancy
10916.248	pseudopregnancy_d16_31	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d16 31	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d16_31	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pseudopregnancy
10916.249	pregnancy_d16_39	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d16 39	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d16_39	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pregnancy
10916.251	pseudopregnancy_d7_31	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d7 31	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d7_31	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pseudopregnancy
10916.252	control_d0_28	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d0 28	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d0_28	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	control
10916.253	pseudopregnancy_d10_32	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d10 32	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d10_32	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pseudopregnancy
