sample_name	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	description	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	taxon_id	title	treatment_day	treatment_group
10916.114	pregnancy_d0_42	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d0 42	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d0_42	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pregnancy
10916.115	control_d3_29	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d3 29	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d3_29	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	control
10916.116	pseudopregnancy_d3_37	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d3 37	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d3_37	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pseudopregnancy
10916.117	pregnancy_d3_45	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d3 45	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d3_45	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pregnancy
10916.118	pseudopregnancy_d7_32	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d7 32	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d7_32	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pseudopregnancy
10916.120	control_d10_27	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d10 27	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d10_27	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	control
10916.124	control_d0_27	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d0 27	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d0_27	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	control
10916.125	pseudopregnancy_d0_35	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d0 35	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d0_35	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pseudopregnancy
10916.126	pregnancy_d0_43	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d0 43	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d0_43	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pregnancy
10916.127	control_d3_30	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d3 30	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d3_30	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	control
10916.128	pregnancy_d3_38	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d3 38	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d3_38	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pregnancy
10916.129	control_d7_25	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d7 25	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d7_25	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	control
10916.130	pseudopregnancy_d7_33	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d7 33	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d7_33	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pseudopregnancy
10916.131	pregnancy_d7_41	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d7 41	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d7_41	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pregnancy
10916.132	control_d10_28	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d10 28	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d10_28	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	control
10916.137	pseudopregnancy_d0_36	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d0 36	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d0_36	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pseudopregnancy
10916.138	pregnancy_d0_44	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d0 44	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d0_44	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pregnancy
10916.139	pseudopregnancy_d3_31	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d3 31	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d3_31	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pseudopregnancy
10916.140	pregnancy_d3_39	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d3 39	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d3_39	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pregnancy
10916.141	control_d7_26	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d7 26	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d7_26	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	control
10916.142	pseudopregnancy_d7_34	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d7 34	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d7_34	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pseudopregnancy
10916.143	pregnancy_d7_42	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d7 42	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d7_42	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pregnancy
10916.144	control_d10_29	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d10 29	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d10_29	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	control
10916.148	control_d0_29	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d0 29	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d0_29	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	control
10916.149	pseudopregnancy_d0_37	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d0 37	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d0_37	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pseudopregnancy
10916.150	pregnancy_d0_45	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d0 45	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d0_45	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pregnancy
10916.151	pseudopregnancy_d3_32	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d3 32	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d3_32	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pseudopregnancy
10916.153	control_d7_27	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d7 27	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d7_27	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	control
10916.154	pseudopregnancy_d7_35	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d7 35	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d7_35	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pseudopregnancy
10916.155	pregnancy_d7_43	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d7 43	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d7_43	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pregnancy
10916.156	control_d10_30	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d10 30	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d10_30	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	control
10916.160	control_d0_30	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d0 30	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d0_30	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	control
10916.161	pregnancy_d0_38	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d0 38	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d0_38	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pregnancy
10916.162	control_d3_25	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d3 25	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d3_25	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	control
10916.163	pseudopregnancy_d3_33	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d3 33	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d3_33	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pseudopregnancy
10916.164	pregnancy_d3_41	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d3 41	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d3_41	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pregnancy
10916.165	control_d7_28	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d7 28	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d7_28	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	control
10916.166	pseudopregnancy_d7_36	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d7 36	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d7_36	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pseudopregnancy
10916.167	pregnancy_d7_44	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d7 44	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d7_44	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pregnancy
10916.168	pseudopregnancy_d10_31	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d10 31	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d10_31	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pseudopregnancy
10916.172	pseudopregnancy_d0_31	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d0 31	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d0_31	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pseudopregnancy
10916.173	pregnancy_d0_39	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d0 39	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d0_39	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pregnancy
10916.174	control_d3_26	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d3 26	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d3_26	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	control
10916.175	pseudopregnancy_d3_34	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d3 34	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d3_34	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pseudopregnancy
10916.176	pregnancy_d3_42	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d3 42	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d3_42	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pregnancy
10916.177	control_d7_29	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d7 29	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d7_29	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	control
10916.178	pseudopregnancy_d7_37	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d7 37	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d7_37	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pseudopregnancy
10916.179	pregnancy_d7_45	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d7 45	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d7_45	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pregnancy
10916.184	pseudopregnancy_d0_32	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d0 32	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d0_32	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	0	pseudopregnancy
10916.186	control_d3_27	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d3 27	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d3_27	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	control
10916.187	pseudopregnancy_d3_35	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d3 35	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d3_35	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pseudopregnancy
10916.188	pregnancy_d3_43	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d3 43	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d3_43	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	3	pregnancy
10916.189	control_d7_30	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d7 30	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d7_30	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	control
10916.190	pregnancy_d7_38	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d7 38	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d7_38	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	7	pregnancy
10916.191	control_d10_25	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d10 25	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d10_25	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	control
10916.192	pseudopregnancy_d10_33	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d10 33	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d10_33	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pseudopregnancy
10916.193	pseudopregnancy_d10_34	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d10 34	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d10_34	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pseudopregnancy
10916.194	pregnancy_d10_42	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d10 42	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d10_42	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	10	pregnancy
10916.195	control_d14_29	UBERON:feces	UBERON:feces	UBERON:feces	2014	control d14 29	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	control_d14_29	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	control
10916.196	pseudopregnancy_d14_37	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d14 37	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d14_37	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pseudopregnancy
10916.197	pregnancy_d14_45	UBERON:feces	UBERON:feces	UBERON:feces	2014	pregnancy d14 45	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pregnancy_d14_45	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	14	pregnancy
10916.198	pseudopregnancy_d16_32	UBERON:feces	UBERON:feces	UBERON:feces	2014	pseudopregnancy d16 32	TRUE	900	urban biome	animal-associated habitat	feces	host-associated	Israel:Safed	mouse	Mus musculus	pseudopregnancy_d16_32	10090	32.962	35.497	Bar- Ilan University	FALSE	10916	stool	mouse gut metagenome	410661	mouse gut microbiome in pregnancy and pseudopregnancy	16	pseudopregnancy
