sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_time	collection_timestamp	country	depth	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_common_name	host_subject_id	host_taxid	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	pregnant	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	temp	temperature_deg_c	title	tot_mass	weight_pounds
2300.BB.12.lavage20	1	years	0	0.0	4104	Not applicable	Not applicable	Not applicable	1:30 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 12 lavage 20	omnivore	TRUE	358.859	358.859	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.12	62692	48.51552	48.51552	-95.83894	-95.83894	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male		Not applicable	Gut microbiome of hibernating bears	31.75	70
2300.BB.12.lavageRNA	1	years	0	0.0	4104	Not applicable	Not applicable	Not applicable	1:30 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 12 lavage RNA	omnivore	TRUE	358.859	358.859	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.12	62692	48.51552	48.51552	-95.83894	-95.83894	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male		Not applicable	Gut microbiome of hibernating bears	31.75	70
2300.BB.15.anus	1	years	0	0.0	4107	UBERON:feces	UBERON:feces	UBERON:feces	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 15 anus	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.15	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	male		Not applicable	Gut microbiome of hibernating bears	43.54	96
2300.BB.15.colon	1	years	0	0.0	4107	UBERON:feces	UBERON:feces	UBERON:feces	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 15 colon	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.15	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	male		Not applicable	Gut microbiome of hibernating bears	43.54	96
2300.BB.15.equip	1	years	0	0.0	4107	Not applicable	Not applicable	Not applicable	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 15 equipment	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.15	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male		Not applicable	Gut microbiome of hibernating bears	43.54	96
2300.BB.15.lavage100	1	years	0	0.0	4107	Not applicable	Not applicable	Not applicable	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 15 lavage 100	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.15	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male		Not applicable	Gut microbiome of hibernating bears	43.54	96
2300.BB.15.lavage20	1	years	0	0.0	4107	Not applicable	Not applicable	Not applicable	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 15 lavage 20	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.15	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male		Not applicable	Gut microbiome of hibernating bears	43.54	96
2300.BB.15.lavageRNA	1	years	0	0.0	4107	Not applicable	Not applicable	Not applicable	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 15 lavage RNA	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.15	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male		Not applicable	Gut microbiome of hibernating bears	43.54	96
2300.BB.2149.anus	1	years	0	0.0	2149	UBERON:feces	UBERON:feces	UBERON:feces	1:00 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2149 anus	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2149	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	47.17	104
2300.BB.2149.colon	1	years	0	0.0	2149	UBERON:feces	UBERON:feces	UBERON:feces	1:00 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2149 colon	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2149	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	47.17	104
2300.BB.2149.lavage20	1	years	0	0.0	2149	Not applicable	Not applicable	Not applicable	1:00 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2149 lavage 20	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2149	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	47.17	104
2300.BB.2149.lavageRNA	1	years	0	0.0	2149	Not applicable	Not applicable	Not applicable	1:00 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2149 lavage RNA	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2149	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	47.17	104
2300.BB.2150.anus	1	years	0	0.0	2150	UBERON:feces	UBERON:feces	UBERON:feces	12:30 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2150 anus	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2150	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	41.28	91
2300.BB.2150.colon	1	years	0	0.0	2150	UBERON:feces	UBERON:feces	UBERON:feces	12:30 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2150 colon	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2150	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	41.28	91
2300.BB.2150.lavage100	1	years	0	0.0	2150	Not applicable	Not applicable	Not applicable	12:30 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2150 lavage 100	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2150	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	41.28	91
2300.BB.2150.lavage20	1	years	0	0.0	2150	Not applicable	Not applicable	Not applicable	12:30 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2150 lavage 20	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2150	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	41.28	91
2300.BB.2150.lavageRNA	1	years	0	0.0	2150	Not applicable	Not applicable	Not applicable	12:30 PM	2013-12-16	GAZ:United States of America	0	0	Black bear 2150 lavage RNA	omnivore	TRUE	363.169	363.169	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2150	62692	46.04625	46.04625	-94.456	-94.456	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	41.28	91
2300.BB.2213.anus	11	years	0	0.0	2213	UBERON:feces	UBERON:feces	UBERON:feces	2:00 PM	2013-12-17	GAZ:United States of America	0	0	Black bear 2213 anus	omnivore	TRUE	420.033	420.033	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2213	62692	47.48615	47.48615	-93.60536	-93.60536	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	80.29	177
2300.BB.2213.colon	11	years	0	0.0	2213	UBERON:feces	UBERON:feces	UBERON:feces	2:00 PM	2013-12-17	GAZ:United States of America	0	0	Black bear 2213 colon	omnivore	TRUE	420.033	420.033	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2213	62692	47.48615	47.48615	-93.60536	-93.60536	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	80.29	177
2300.BB.2213.equip	11	years	0	0.0	2213	Not applicable	Not applicable	Not applicable	2:00 PM	2013-12-17	GAZ:United States of America	0	0	Black bear 2213 equipment	omnivore	TRUE	420.033	420.033	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2213	62692	47.48615	47.48615	-93.60536	-93.60536	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	80.29	177
2300.BB.2213.lavage100	11	years	0	0.0	2213	Not applicable	Not applicable	Not applicable	2:00 PM	2013-12-17	GAZ:United States of America	0	0	Black bear 2213 lavage 100	omnivore	TRUE	420.033	420.033	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2213	62692	47.48615	47.48615	-93.60536	-93.60536	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	80.29	177
2300.BB.2213.lavage20	11	years	0	0.0	2213	Not applicable	Not applicable	Not applicable	2:00 PM	2013-12-17	GAZ:United States of America	0	0	Black bear 2213 lavage 20	omnivore	TRUE	420.033	420.033	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2213	62692	47.48615	47.48615	-93.60536	-93.60536	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	80.29	177
2300.BB.2213.lavageRNA	11	years	0	0.0	2213	Not applicable	Not applicable	Not applicable	2:00 PM	2013-12-17	GAZ:United States of America	0	0	Black bear 2213 lavage RNA	omnivore	TRUE	420.033	420.033	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.2213	62692	47.48615	47.48615	-93.60536	-93.60536	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	80.29	177
2300.BB.4021.anus	10	years	0	0.0	4021	UBERON:feces	UBERON:feces	UBERON:feces	6:00 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 4021 anus	omnivore	TRUE	350.922	350.922	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4021	62692	48.42846	48.42846	-96.0746	-96.0746	UCSDMI	TRUE	pregnant	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	137.89	304
2300.BB.4021.colon	10	years	0	0.0	4021	UBERON:feces	UBERON:feces	UBERON:feces	6:00 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 4021 colon	omnivore	TRUE	350.922	350.922	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4021	62692	48.42846	48.42846	-96.0746	-96.0746	UCSDMI	TRUE	pregnant	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	137.89	304
2300.BB.4021.equip	10	years	0	0.0	4021	Not applicable	Not applicable	Not applicable	6:00 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 4021 equipment	omnivore	TRUE	350.922	350.922	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4021	62692	48.42846	48.42846	-96.0746	-96.0746	UCSDMI	TRUE	pregnant	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	137.89	304
2300.BB.4061.anus	15	years	0	0.0	4061	UBERON:feces	UBERON:feces	UBERON:feces	9:30 AM	2013-12-19	GAZ:United States of America	0	0	Black bear 4061 anus	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4061	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	pregnant	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female	95.5	35.2777777778	Gut microbiome of hibernating bears	138.35	305
2300.BB.4061.colon	15	years	0	0.0	4061	UBERON:feces	UBERON:feces	UBERON:feces	9:30 AM	2013-12-19	GAZ:United States of America	0	0	Black bear 4061 colon	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4061	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	pregnant	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female	95.5	35.2777777778	Gut microbiome of hibernating bears	138.35	305
2300.BB.4061.equip	15	years	0	0.0	4061	Not applicable	Not applicable	Not applicable	9:30 AM	2013-12-19	GAZ:United States of America	0	0	Black bear 4061 equipment	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4061	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	pregnant	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female	95.5	35.2777777778	Gut microbiome of hibernating bears	138.35	305
2300.BB.4061.lavage20	15	years	0	0.0	4061	Not applicable	Not applicable	Not applicable	9:30 AM	2013-12-19	GAZ:United States of America	0	0	Black bear 4061 lavage 20	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4061	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	pregnant	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female	95.5	35.2777777778	Gut microbiome of hibernating bears	138.35	305
2300.BB.4061.lavageRNA	15	years	0	0.0	4061	Not applicable	Not applicable	Not applicable	9:30 AM	2013-12-19	GAZ:United States of America	0	0	Black bear 4061 lavage RNA	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4061	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	pregnant	TRUE				2300	metagenomes	408169	lab equipment	indoor metagenome	female	95.5	35.2777777778	Gut microbiome of hibernating bears	138.35	305
2300.BB.4064.anus	9	years	0	0.0	4064	UBERON:feces	UBERON:feces	UBERON:feces	2:00 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 4064 anus	omnivore	TRUE	358.859	358.859	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4064	62692	48.51552	48.51552	-95.83894	-95.83894	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	87.54	193
2300.BB.4064.colon	9	years	0	0.0	4064	UBERON:feces	UBERON:feces	UBERON:feces	2:00 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 4064 colon	omnivore	TRUE	358.859	358.859	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4064	62692	48.51552	48.51552	-95.83894	-95.83894	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	87.54	193
2300.BB.4064.equip	9	years	0	0.0	4064	Not applicable	Not applicable	Not applicable	2:00 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 4064 equipment	omnivore	TRUE	358.859	358.859	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4064	62692	48.51552	48.51552	-95.83894	-95.83894	UCSDMI	TRUE	no	TRUE				2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	87.54	193
2300.BB.4064.lavage20	9	years	0	0.0	4064	Not applicable	Not applicable	Not applicable	2:00 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 4064 lavage 20	omnivore	TRUE	358.859	358.859	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4064	62692	48.51552	48.51552	-95.83894	-95.83894	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	87.54	193
2300.BB.4064.lavageRNA	9	years	0	0.0	4064	Not applicable	Not applicable	Not applicable	2:00 PM	2013-12-19	GAZ:United States of America	0	0	Black bear 4064 lavage RNA	omnivore	TRUE	358.859	358.859	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4064	62692	48.51552	48.51552	-95.83894	-95.83894	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	87.54	193
2300.BB.4067.anus	6	years	0	0.0	4067	UBERON:feces	UBERON:feces	UBERON:feces	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 4067 anus	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4067	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	108.41	239
2300.BB.4067.colon	6	years	0	0.0	4067	UBERON:feces	UBERON:feces	UBERON:feces	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 4067 colon	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4067	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female		Not applicable	Gut microbiome of hibernating bears	108.41	239
2300.BB.4067.lavage100	6	years	0	0.0	4067	Not applicable	Not applicable	Not applicable	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 4067 lavage 100	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4067	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	108.41	239
2300.BB.4067.lavage20	6	years	0	0.0	4067	Not applicable	Not applicable	Not applicable	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 4067 lavage 20	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4067	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	108.41	239
