sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	cow_bred	crude_protein	days_in_milk	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	feed_dry_matter	feed_intake	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	milk_fat	milk_production	milk_solids_protein	monensin_level	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scentific_name	scientific_name	somatic_cell_count	somatic_cell_count_linear	title
1621.K8810	0	0.0	K8810	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-21 00:00:00	GAZ:United States of America	pregnant	7.48	73	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	47	44	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8810	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	74	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.K8817	0	0.0	K8817	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-21 00:00:00	GAZ:United States of America	pregnant	8.61	68	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	47	50.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8817	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	81	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.K8827	0	0.0	K8827	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-21 00:00:00	GAZ:United States of America	n	8.04	80	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	47	47.3	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8827	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	91	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.K8839	0	0.0	K8839	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-21 00:00:00	GAZ:United States of America	pregnant	8.37	75	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	47	49.3	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8839	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	75	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.K8866	0	0.0	K8866	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-21 00:00:00	GAZ:United States of America	n	7.43	74	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	47	43.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8866	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	83	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.K8873	0	0.0	K8873	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-21 00:00:00	GAZ:United States of America	pregnant	8.37	79	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	47	53.1	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8873	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	85	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.K8876	0	0.0	K8876	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-21 00:00:00	GAZ:United States of America	n	8.07	66	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	47	47.5	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8876	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	75	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.L8783	0	0.0	L8783	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-24 00:00:00	GAZ:United States of America	n	7.45	85	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	43.9	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8783	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	88	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.L8810	0	0.0	L8810	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-24 00:00:00	GAZ:United States of America	pregnant	7.47	76	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	44	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8810	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	70	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.L8817	0	0.0	L8817	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-24	GAZ:United States of America	pregnant	8.53	71	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	50.2	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8817	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	74	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.L8827	0	0.0	L8827	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-24 00:00:00	GAZ:United States of America	n	6.88	83	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	40.5	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8827	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	85	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.L8839	0	0.0	L8839	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-24 00:00:00	GAZ:United States of America	pregnant	8.37	78	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	49.3	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8839	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	72	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.L8866	0	0.0	L8866	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-24 00:00:00	GAZ:United States of America	n	7.28	77	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	42.8	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8866	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	63	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.L8873	0	0.0	L8873	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-24	GAZ:United States of America	pregnant	8.37	82	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	54.5	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8873	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	84	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.L8876	0	0.0	L8876	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-24	GAZ:United States of America	n	7.56	69	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	44.5	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8876	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	82	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.M8783	0	0.0	M8783	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-28 00:00:00	GAZ:United States of America	n	7.34	89	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	43.2	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8783	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	106	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.M8810	0	0.0	M8810	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-28 00:00:00	GAZ:United States of America	pregnant	7.11	80	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	41.9	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8810	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	68	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.M8817	0	0.0	M8817	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-28 00:00:00	GAZ:United States of America	pregnant	8	75	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	47.1	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8817	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	85	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.M8827	0	0.0	M8827	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-28 00:00:00	GAZ:United States of America	n	7.1	87	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	41.8	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8827	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	75	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.M8839	0	0.0	M8839	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-28 00:00:00	GAZ:United States of America	pregnant	6.77	82	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	39.9	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8839	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	78	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.M8866	0	0.0	M8866	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-28 00:00:00	GAZ:United States of America	n	6.52	81	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	38.4	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8866	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	80	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.M8873	0	0.0	M8873	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-28 00:00:00	GAZ:United States of America	pregnant	6.77	86	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	47.4	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8873	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	79	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.M8876	0	0.0	M8876	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-28 00:00:00	GAZ:United States of America	n	6.88	73	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	43.5	40.5	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8876	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	89	Missing: Not collected	194	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.N8783	0	0.0	N8783	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-31	GAZ:United States of America	n	7.05	92	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	41.5	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8783	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	99	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.N8810	0	0.0	N8810	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-31 00:00:00	GAZ:United States of America	pregnant	7.16	83	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	42.1	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8810	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	83	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.N8817	0	0.0	N8817	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-31 00:00:00	GAZ:United States of America	pregnant	8.24	78	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	48.5	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8817	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	78	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.N8827	0	0.0	N8827	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-31 00:00:00	GAZ:United States of America	n	7.35	90	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	43.2	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8827	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	84	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.N8839	0	0.0	N8839	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-31 00:00:00	GAZ:United States of America	pregnant	6.75	85	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	39.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8839	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	73	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.N8866	0	0.0	N8866	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-31	GAZ:United States of America	n	7.06	84	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	41.6	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8866	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	72	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.N8873	0	0.0	N8873	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-31	GAZ:United States of America	pregnant	6.75	89	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	51	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8873	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	86	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
